"","sum","sample_name","mesocosm","type","day","dispersal","temperature","infusion","variable","value","rowid"
"1908",31583,"M_D13_OL2_2_S225_L001","OL2.2","Microbial Water","12","N","C","OL","Otu0010",1242,1908
"1909",23414,"M_D13_OL2_3_S226_L001","OL2.3","Microbial Water","12","D","C","OL","Otu0010",770,1909
"1910",36063,"M_D13_OL2_4_S227_L001","OL2.4","Microbial Water","12","D","C","OL","Otu0010",1688,1910
"1911",21732,"M_D13_OL2_5_S228_L001","OL2.5","Microbial Water","12","N","H","OL","Otu0010",917,1911
"1912",29456,"M_D13_OL2_6_S229_L001","OL2.6","Microbial Water","12","N","H","OL","Otu0010",1101,1912
"1913",28640,"M_D13_OL2_7_S230_L001","OL2.7","Microbial Water","12","D","H","OL","Otu0010",467,1913
"1914",30425,"M_D13_OL2_8_S231_L001","OL2.8","Microbial Water","12","D","H","OL","Otu0010",720,1914
"1915",25545,"M_D13_OL3_1_S232_L001","OL3.1","Microbial Water","12","N","C","OL","Otu0010",1076,1915
"1916",32992,"M_D13_OL3_2_S233_L001","OL3.2","Microbial Water","12","N","C","OL","Otu0010",1085,1916
"1917",34293,"M_D13_OL3_3_S234_L001","OL3.3","Microbial Water","12","D","C","OL","Otu0010",1416,1917
"1918",33392,"M_D13_OL3_4_S235_L001","OL3.4","Microbial Water","12","D","C","OL","Otu0010",1344,1918
"1919",22690,"M_D13_OL3_5_S236_L001","OL3.5","Microbial Water","12","N","H","OL","Otu0010",861,1919
"1920",40923,"M_D13_OL3_6_S237_L001","OL3.6","Microbial Water","12","N","H","OL","Otu0010",1359,1920
"1921",26840,"M_D13_OL3_7_S238_L001","OL3.7","Microbial Water","12","D","H","OL","Otu0010",835,1921
"1922",19789,"M_D13_OL3_8_S239_L001","OL3.8","Microbial Water","12","D","H","OL","Otu0010",650,1922
"1923",16223,"M_D13_SG1_1_S240_L001","SG1.1","Microbial Water","12","N","C","SG","Otu0010",113,1923
"1924",13958,"M_D13_SG1_2_S241_L001","SG1.2","Microbial Water","12","N","C","SG","Otu0010",96,1924
"1925",25151,"M_D13_SG1_3_S242_L001","SG1.3","Microbial Water","12","D","C","SG","Otu0010",370,1925
"1926",17796,"M_D13_SG1_4_S243_L001","SG1.4","Microbial Water","12","D","C","SG","Otu0010",184,1926
"1927",16352,"M_D13_SG1_5_S244_L001","SG1.5","Microbial Water","12","N","H","SG","Otu0010",391,1927
"1928",29384,"M_D13_SG1_6_S245_L001","SG1.6","Microbial Water","12","N","H","SG","Otu0010",308,1928
"1929",20666,"M_D13_SG1_7_S246_L001","SG1.7","Microbial Water","12","D","H","SG","Otu0010",296,1929
"1930",27823,"M_D13_SG1_8_S247_L001","SG1.8","Microbial Water","12","D","H","SG","Otu0010",144,1930
"1931",18245,"M_D13_SG2_1_S248_L001","SG2.1","Microbial Water","12","N","C","SG","Otu0010",113,1931
"1932",22164,"M_D13_SG2_2_S249_L001","SG2.2","Microbial Water","12","N","C","SG","Otu0010",112,1932
"1933",25350,"M_D13_SG2_3_S250_L001","SG2.3","Microbial Water","12","D","C","SG","Otu0010",85,1933
"1934",18306,"M_D13_SG2_4_S251_L001","SG2.4","Microbial Water","12","D","C","SG","Otu0010",108,1934
"1935",13094,"M_D13_SG2_5_S252_L001","SG2.5","Microbial Water","12","N","H","SG","Otu0010",148,1935
"1936",11980,"M_D13_SG2_6_S253_L001","SG2.6","Microbial Water","12","N","H","SG","Otu0010",91,1936
"1937",16803,"M_D13_SG2_8_S255_L001","SG2.8","Microbial Water","12","D","H","SG","Otu0010",98,1937
"1938",17195,"M_D13_SG3_1_S256_L001","SG3.1","Microbial Water","12","N","C","SG","Otu0010",71,1938
"1939",28688,"M_D13_SG3_2_S257_L001","SG3.2","Microbial Water","12","N","C","SG","Otu0010",371,1939
"1940",22724,"M_D13_SG3_3_S258_L001","SG3.3","Microbial Water","12","D","C","SG","Otu0010",178,1940
"1941",36193,"M_D13_SG3_4_S259_L001","SG3.4","Microbial Water","12","D","C","SG","Otu0010",197,1941
"1942",21734,"M_D13_SG3_5_S260_L001","SG3.5","Microbial Water","12","N","H","SG","Otu0010",92,1942
"1943",22536,"M_D13_SG3_6_S261_L001","SG3.6","Microbial Water","12","N","H","SG","Otu0010",155,1943
"1944",17216,"M_D13_SG3_7_S262_L001","SG3.7","Microbial Water","12","D","H","SG","Otu0010",104,1944
"1945",15309,"M_D13_SG3_8_S263_L001","SG3.8","Microbial Water","12","D","H","SG","Otu0010",72,1945
"1946",18733,"M_D13_SW1_1_S264_L001","SW1.1","Microbial Water","12","N","C","SW","Otu0010",61,1946
"1947",15053,"M_D13_SW1_2_S265_L001","SW1.2","Microbial Water","12","N","C","SW","Otu0010",36,1947
"1948",25973,"M_D13_SW1_3_S266_L001","SW1.3","Microbial Water","12","D","C","SW","Otu0010",74,1948
"1949",22663,"M_D13_SW1_4_S267_L001","SW1.4","Microbial Water","12","D","C","SW","Otu0010",76,1949
"1950",38842,"M_D13_SW1_5_S268_L001","SW1.5","Microbial Water","12","N","H","SW","Otu0010",160,1950
"1951",40601,"M_D13_SW1_6_S269_L001","SW1.6","Microbial Water","12","N","H","SW","Otu0010",224,1951
"1952",21656,"M_D13_SW1_7_S270_L001","SW1.7","Microbial Water","12","D","H","SW","Otu0010",166,1952
"1953",26330,"M_D13_SW1_8_S271_L001","SW1.8","Microbial Water","12","D","H","SW","Otu0010",143,1953
"1954",30490,"M_D13_SW2_1_S461_L001","SW2.1","Microbial Water","12","N","C","SW","Otu0010",87,1954
"1955",26891,"M_D13_SW2_2_S272_L001","SW2.2","Microbial Water","12","N","C","SW","Otu0010",52,1955
"1956",26396,"M_D13_SW2_3_S273_L001","SW2.3","Microbial Water","12","D","C","SW","Otu0010",65,1956
"1957",29091,"M_D13_SW2_4_S274_L001","SW2.4","Microbial Water","12","D","C","SW","Otu0010",83,1957
"1958",17144,"M_D13_SW2_5_S275_L001","SW2.5","Microbial Water","12","N","H","SW","Otu0010",77,1958
"1959",34158,"M_D13_SW2_6_S276_L001","SW2.6","Microbial Water","12","N","H","SW","Otu0010",133,1959
"1960",24683,"M_D13_SW2_7_S277_L001","SW2.7","Microbial Water","12","D","H","SW","Otu0010",99,1960
"1961",17957,"M_D13_SW2_8_S278_L001","SW2.8","Microbial Water","12","D","H","SW","Otu0010",83,1961
"1962",25173,"M_D13_SW3_1_S279_L001","SW3.1","Microbial Water","12","N","C","SW","Otu0010",68,1962
"1963",32434,"M_D13_SW3_2_S280_L001","SW3.2","Microbial Water","12","N","C","SW","Otu0010",80,1963
"1964",23734,"M_D13_SW3_3_S281_L001","SW3.3","Microbial Water","12","D","C","SW","Otu0010",53,1964
"1965",22840,"M_D13_SW3_4_S282_L001","SW3.4","Microbial Water","12","D","C","SW","Otu0010",58,1965
"1966",34171,"M_D13_SW3_5_S283_L001","SW3.5","Microbial Water","12","N","H","SW","Otu0010",130,1966
"1967",29218,"M_D13_SW3_6_S284_L001","SW3.6","Microbial Water","12","N","H","SW","Otu0010",98,1967
"1968",29543,"M_D13_SW3_7_S285_L001","SW3.7","Microbial Water","12","D","H","SW","Otu0010",124,1968
"1969",30900,"M_D13_SW3_8_S286_L001","SW3.8","Microbial Water","12","D","H","SW","Otu0010",118,1969
"1970",21015,"M_D21_OL1_1_S287_L001","OL1.1","Microbial Water","20","N","C","OL","Otu0010",132,1970
"1971",29861,"M_D21_OL1_2_S288_L001","OL1.2","Microbial Water","20","N","C","OL","Otu0010",645,1971
"1972",33667,"M_D21_OL1_3_S289_L001","OL1.3","Microbial Water","20","D","C","OL","Otu0010",965,1972
"1973",30004,"M_D21_OL1_4_S290_L001","OL1.4","Microbial Water","20","D","C","OL","Otu0010",908,1973
"1974",29511,"M_D21_OL1_5_S291_L001","OL1.5","Microbial Water","20","N","H","OL","Otu0010",1901,1974
"1975",29723,"M_D21_OL1_6_S292_L001","OL1.6","Microbial Water","20","N","H","OL","Otu0010",1000,1975
"1976",30399,"M_D21_OL1_7_S293_L001","OL1.7","Microbial Water","20","D","H","OL","Otu0010",1308,1976
"1977",36711,"M_D21_OL1_8_S294_L001","OL1.8","Microbial Water","20","D","H","OL","Otu0010",712,1977
"1978",25148,"M_D21_OL2_1_S295_L001","OL2.1","Microbial Water","20","N","C","OL","Otu0010",688,1978
"1979",43018,"M_D21_OL2_2_S296_L001","OL2.2","Microbial Water","20","N","C","OL","Otu0010",951,1979
"1980",26488,"M_D21_OL2_3_S297_L001","OL2.3","Microbial Water","20","D","C","OL","Otu0010",657,1980
"1981",24313,"M_D21_OL2_4_S298_L001","OL2.4","Microbial Water","20","D","C","OL","Otu0010",1170,1981
"1982",36637,"M_D21_OL2_5_S299_L001","OL2.5","Microbial Water","20","N","H","OL","Otu0010",1419,1982
"1983",31328,"M_D21_OL2_6_S300_L001","OL2.6","Microbial Water","20","N","H","OL","Otu0010",1027,1983
"1984",28482,"M_D21_OL2_7_S301_L001","OL2.7","Microbial Water","20","D","H","OL","Otu0010",515,1984
"1985",14552,"M_D21_OL2_8_S302_L001","OL2.8","Microbial Water","20","D","H","OL","Otu0010",316,1985
"1986",17314,"M_D21_OL3_1_S303_L001","OL3.1","Microbial Water","20","N","C","OL","Otu0010",674,1986
"1987",25450,"M_D21_OL3_2_S304_L001","OL3.2","Microbial Water","20","N","C","OL","Otu0010",876,1987
"1988",25244,"M_D21_OL3_3_S305_L001","OL3.3","Microbial Water","20","D","C","OL","Otu0010",641,1988
"1989",31469,"M_D21_OL3_4_S306_L001","OL3.4","Microbial Water","20","D","C","OL","Otu0010",1104,1989
"1990",32709,"M_D21_OL3_5_S307_L001","OL3.5","Microbial Water","20","N","H","OL","Otu0010",1386,1990
"1991",24302,"M_D21_OL3_6_S465_L001","OL3.6","Microbial Water","20","N","H","OL","Otu0010",505,1991
"1992",20279,"M_D21_OL3_7_S308_L001","OL3.7","Microbial Water","20","D","H","OL","Otu0010",675,1992
"1993",21443,"M_D21_OL3_8_S309_L001","OL3.8","Microbial Water","20","D","H","OL","Otu0010",843,1993
"1994",11702,"M_D21_SG1_1_S310_L001","SG1.1","Microbial Water","20","N","C","SG","Otu0010",140,1994
"1995",13527,"M_D21_SG1_2_S311_L001","SG1.2","Microbial Water","20","N","C","SG","Otu0010",113,1995
"1996",22784,"M_D21_SG1_3_S312_L001","SG1.3","Microbial Water","20","D","C","SG","Otu0010",399,1996
"1997",12721,"M_D21_SG1_4_S313_L001","SG1.4","Microbial Water","20","D","C","SG","Otu0010",104,1997
"1998",12970,"M_D21_SG1_5_S314_L001","SG1.5","Microbial Water","20","N","H","SG","Otu0010",310,1998
"1999",13596,"M_D21_SG1_6_S315_L001","SG1.6","Microbial Water","20","N","H","SG","Otu0010",145,1999
"2000",15158,"M_D21_SG1_7_S316_L001","SG1.7","Microbial Water","20","D","H","SG","Otu0010",338,2000
"2001",12534,"M_D21_SG1_8_S317_L001","SG1.8","Microbial Water","20","D","H","SG","Otu0010",53,2001
"2002",12927,"M_D21_SG2_1_S318_L001","SG2.1","Microbial Water","20","N","C","SG","Otu0010",70,2002
"2003",17801,"M_D21_SG2_2_S319_L001","SG2.2","Microbial Water","20","N","C","SG","Otu0010",108,2003
"2004",20352,"M_D21_SG2_3_S320_L001","SG2.3","Microbial Water","20","D","C","SG","Otu0010",111,2004
"2005",20754,"M_D21_SG2_4_S321_L001","SG2.4","Microbial Water","20","D","C","SG","Otu0010",134,2005
"2006",12617,"M_D21_SG2_5_S322_L001","SG2.5","Microbial Water","20","N","H","SG","Otu0010",122,2006
"2007",14182,"M_D21_SG2_6_S323_L001","SG2.6","Microbial Water","20","N","H","SG","Otu0010",128,2007
"2008",17356,"M_D21_SG2_7_S324_L001","SG2.7","Microbial Water","20","D","H","SG","Otu0010",217,2008
"2009",16755,"M_D21_SG2_8_S325_L001","SG2.8","Microbial Water","20","D","H","SG","Otu0010",130,2009
"2010",19402,"M_D21_SG3_1_S326_L001","SG3.1","Microbial Water","20","N","C","SG","Otu0010",86,2010
"2011",15357,"M_D21_SG3_2_S327_L001","SG3.2","Microbial Water","20","N","C","SG","Otu0010",303,2011
"2012",11413,"M_D21_SG3_3_S328_L001","SG3.3","Microbial Water","20","D","C","SG","Otu0010",139,2012
"2013",18353,"M_D21_SG3_4_S329_L001","SG3.4","Microbial Water","20","D","C","SG","Otu0010",122,2013
"2014",25997,"M_D21_SG3_5_S330_L001","SG3.5","Microbial Water","20","N","H","SG","Otu0010",93,2014
"2015",25412,"M_D21_SG3_6_S331_L001","SG3.6","Microbial Water","20","N","H","SG","Otu0010",119,2015
"2016",17369,"M_D21_SG3_7_S332_L001","SG3.7","Microbial Water","20","D","H","SG","Otu0010",124,2016
"2017",17703,"M_D21_SG3_8_S333_L001","SG3.8","Microbial Water","20","D","H","SG","Otu0010",95,2017
"2018",14924,"M_D21_SW1_1_S334_L001","SW1.1","Microbial Water","20","N","C","SW","Otu0010",60,2018
"2019",11755,"M_D21_SW1_2_S335_L001","SW1.2","Microbial Water","20","N","C","SW","Otu0010",32,2019
"2020",15956,"M_D21_SW1_3_S336_L001","SW1.3","Microbial Water","20","D","C","SW","Otu0010",70,2020
"2021",18681,"M_D21_SW1_4_S337_L001","SW1.4","Microbial Water","20","D","C","SW","Otu0010",20,2021
"2022",20837,"M_D21_SW1_6_S339_L001","SW1.6","Microbial Water","20","N","H","SW","Otu0010",237,2022
"2023",26421,"M_D21_SW1_7_S340_L001","SW1.7","Microbial Water","20","D","H","SW","Otu0010",225,2023
"2024",17578,"M_D21_SW1_8_S341_L001","SW1.8","Microbial Water","20","D","H","SW","Otu0010",99,2024
"2025",19344,"M_D21_SW2_1_S342_L001","SW2.1","Microbial Water","20","N","C","SW","Otu0010",72,2025
"2026",23041,"M_D21_SW2_2_S343_L001","SW2.2","Microbial Water","20","N","C","SW","Otu0010",55,2026
"2027",20588,"M_D21_SW2_3_S344_L001","SW2.3","Microbial Water","20","D","C","SW","Otu0010",66,2027
"2028",17025,"M_D21_SW2_4_S345_L001","SW2.4","Microbial Water","20","D","C","SW","Otu0010",84,2028
"2029",16193,"M_D21_SW2_5_S346_L001","SW2.5","Microbial Water","20","N","H","SW","Otu0010",179,2029
"2030",19314,"M_D21_SW2_6_S347_L001","SW2.6","Microbial Water","20","N","H","SW","Otu0010",150,2030
"2031",15989,"M_D21_SW2_7_S348_L001","SW2.7","Microbial Water","20","D","H","SW","Otu0010",126,2031
"2032",18660,"M_D21_SW2_8_S349_L001","SW2.8","Microbial Water","20","D","H","SW","Otu0010",113,2032
"2033",11652,"M_D21_SW3_1_S350_L001","SW3.1","Microbial Water","20","N","C","SW","Otu0010",54,2033
"2034",24338,"M_D21_SW3_2_S351_L001","SW3.2","Microbial Water","20","N","C","SW","Otu0010",156,2034
"2035",56793,"M_D21_SW3_3_S352_L001","SW3.3","Microbial Water","20","D","C","SW","Otu0010",230,2035
"2036",22278,"M_D21_SW3_4_S353_L001","SW3.4","Microbial Water","20","D","C","SW","Otu0010",68,2036
"2037",29791,"M_D21_SW3_5_S354_L001","SW3.5","Microbial Water","20","N","H","SW","Otu0010",275,2037
"2038",21398,"M_D21_SW3_6_S355_L001","SW3.6","Microbial Water","20","N","H","SW","Otu0010",83,2038
"2039",16982,"M_D21_SW3_7_S356_L001","SW3.7","Microbial Water","20","D","H","SW","Otu0010",85,2039
"2040",13400,"M_D21_SW3_8_S357_L001","SW3.8","Microbial Water","20","D","H","SW","Otu0010",60,2040
"2041",17327,"M_D5_OL1_1_S358_L001","OL1.1","Microbial Water","4","N","C","OL","Otu0010",559,2041
"2042",12122,"M_D5_OL1_2_S359_L001","OL1.2","Microbial Water","4","N","C","OL","Otu0010",401,2042
"2043",17143,"M_D5_OL1_3_S360_L001","OL1.3","Microbial Water","4","D","C","OL","Otu0010",512,2043
"2044",16614,"M_D5_OL1_4_S361_L001","OL1.4","Microbial Water","4","D","C","OL","Otu0010",494,2044
"2045",21221,"M_D5_OL1_5_S362_L001","OL1.5","Microbial Water","4","N","H","OL","Otu0010",623,2045
"2046",26922,"M_D5_OL1_6_S363_L001","OL1.6","Microbial Water","4","N","H","OL","Otu0010",876,2046
"2047",29553,"M_D5_OL1_7_S364_L001","OL1.7","Microbial Water","4","D","H","OL","Otu0010",1023,2047
"2048",25927,"M_D5_OL1_8_S365_L001","OL1.8","Microbial Water","4","D","H","OL","Otu0010",831,2048
"2049",29777,"M_D5_OL2_1_S366_L001","OL2.1","Microbial Water","4","N","C","OL","Otu0010",706,2049
"2050",31209,"M_D5_OL2_2_S367_L001","OL2.2","Microbial Water","4","N","C","OL","Otu0010",702,2050
"2051",29723,"M_D5_OL2_3_S368_L001","OL2.3","Microbial Water","4","D","C","OL","Otu0010",785,2051
"2052",16381,"M_D5_OL2_4_S369_L001","OL2.4","Microbial Water","4","D","C","OL","Otu0010",522,2052
"2053",15411,"M_D5_OL2_5_S370_L001","OL2.5","Microbial Water","4","N","H","OL","Otu0010",681,2053
"2054",14493,"M_D5_OL2_6_S371_L001","OL2.6","Microbial Water","4","N","H","OL","Otu0010",560,2054
"2055",17917,"M_D5_OL2_7_S372_L001","OL2.7","Microbial Water","4","D","H","OL","Otu0010",527,2055
"2056",16880,"M_D5_OL2_8_S373_L001","OL2.8","Microbial Water","4","D","H","OL","Otu0010",597,2056
"2057",21182,"M_D5_OL3_1_S374_L001","OL3.1","Microbial Water","4","N","C","OL","Otu0010",565,2057
"2058",18826,"M_D5_OL3_2_S375_L001","OL3.2","Microbial Water","4","N","C","OL","Otu0010",404,2058
"2059",36226,"M_D5_OL3_3_S376_L001","OL3.3","Microbial Water","4","D","C","OL","Otu0010",963,2059
"2060",32033,"M_D5_OL3_4_S377_L001","OL3.4","Microbial Water","4","D","C","OL","Otu0010",754,2060
"2061",31235,"M_D5_OL3_5_S378_L001","OL3.5","Microbial Water","4","N","H","OL","Otu0010",829,2061
"2062",62069,"M_D5_OL3_6_S468_L001","OL3.6","Microbial Water","4","N","H","OL","Otu0010",1350,2062
"2063",66176,"M_D5_OL3_7_S380_L001","OL3.7","Microbial Water","4","D","H","OL","Otu0010",826,2063
"2064",63408,"M_D5_OL3_8_S381_L001","OL3.8","Microbial Water","4","D","H","OL","Otu0010",890,2064
"2065",63949,"M_D5_SG1_1_S382_L001","SG1.1","Microbial Water","4","N","C","SG","Otu0010",430,2065
"2066",47874,"M_D5_SG1_2_S383_L001","SG1.2","Microbial Water","4","N","C","SG","Otu0010",336,2066
"2067",47316,"M_D5_SG1_3_S384_L001","SG1.3","Microbial Water","4","D","C","SG","Otu0010",306,2067
"2068",20040,"M_D5_SG1_4_S385_L001","SG1.4","Microbial Water","4","D","C","SG","Otu0010",240,2068
"2069",22810,"M_D5_SG1_5_S386_L001","SG1.5","Microbial Water","4","N","H","SG","Otu0010",175,2069
"2070",17252,"M_D5_SG1_7_S388_L001","SG1.7","Microbial Water","4","D","H","SG","Otu0010",150,2070
"2071",9237,"M_D5_SG1_8_S389_L001","SG1.8","Microbial Water","4","D","H","SG","Otu0010",150,2071
"2072",33694,"M_D5_SG2_1_S390_L001","SG2.1","Microbial Water","4","N","C","SG","Otu0010",217,2072
"2073",17077,"M_D5_SG2_2_S391_L001","SG2.2","Microbial Water","4","N","C","SG","Otu0010",122,2073
"2074",43499,"M_D5_SG2_3_S392_L001","SG2.3","Microbial Water","4","D","C","SG","Otu0010",132,2074
"2075",11257,"M_D5_SG2_5_S394_L001","SG2.5","Microbial Water","4","N","H","SG","Otu0010",199,2075
"2076",36265,"M_D5_SG2_6_S395_L001","SG2.6","Microbial Water","4","N","H","SG","Otu0010",441,2076
"2077",35254,"M_D5_SG2_7_S396_L001","SG2.7","Microbial Water","4","D","H","SG","Otu0010",344,2077
"2078",29466,"M_D5_SG2_8_S397_L001","SG2.8","Microbial Water","4","D","H","SG","Otu0010",248,2078
"2079",29098,"M_D5_SG3_1_S398_L001","SG3.1","Microbial Water","4","N","C","SG","Otu0010",210,2079
"2080",34789,"M_D5_SG3_2_S399_L001","SG3.2","Microbial Water","4","N","C","SG","Otu0010",162,2080
"2081",34186,"M_D5_SG3_3_S400_L001","SG3.3","Microbial Water","4","D","C","SG","Otu0010",139,2081
"2082",22398,"M_D5_SG3_4_S401_L001","SG3.4","Microbial Water","4","D","C","SG","Otu0010",106,2082
"2083",36986,"M_D5_SG3_5_S402_L001","SG3.5","Microbial Water","4","N","H","SG","Otu0010",348,2083
"2084",34281,"M_D5_SG3_6_S403_L001","SG3.6","Microbial Water","4","N","H","SG","Otu0010",159,2084
"2085",29752,"M_D5_SG3_7_S404_L001","SG3.7","Microbial Water","4","D","H","SG","Otu0010",591,2085
"2086",16084,"M_D5_SG3_8_S405_L001","SG3.8","Microbial Water","4","D","H","SG","Otu0010",450,2086
"2087",52361,"M_D5_SW1_1_S406_L001","SW1.1","Microbial Water","4","N","C","SW","Otu0010",216,2087
"2088",55623,"M_D5_SW1_2_S407_L001","SW1.2","Microbial Water","4","N","C","SW","Otu0010",193,2088
"2089",51254,"M_D5_SW1_3_S408_L001","SW1.3","Microbial Water","4","D","C","SW","Otu0010",122,2089
"2090",42549,"M_D5_SW1_4_S409_L001","SW1.4","Microbial Water","4","D","C","SW","Otu0010",277,2090
"2091",44768,"M_D5_SW1_5_S410_L001","SW1.5","Microbial Water","4","N","H","SW","Otu0010",246,2091
"2092",42813,"M_D5_SW1_6_S411_L001","SW1.6","Microbial Water","4","N","H","SW","Otu0010",187,2092
"2093",44578,"M_D5_SW1_7_S412_L001","SW1.7","Microbial Water","4","D","H","SW","Otu0010",300,2093
"2094",36076,"M_D5_SW1_8_S413_L001","SW1.8","Microbial Water","4","D","H","SW","Otu0010",228,2094
"2095",64191,"M_D5_SW2_1_S414_L001","SW2.1","Microbial Water","4","N","C","SW","Otu0010",432,2095
"2096",49930,"M_D5_SW2_2_S415_L001","SW2.2","Microbial Water","4","N","C","SW","Otu0010",171,2096
"2097",68028,"M_D5_SW2_3_S416_L001","SW2.3","Microbial Water","4","D","C","SW","Otu0010",227,2097
"2098",56080,"M_D5_SW2_4_S417_L001","SW2.4","Microbial Water","4","D","C","SW","Otu0010",183,2098
"2099",49549,"M_D5_SW2_5_S418_L001","SW2.5","Microbial Water","4","N","H","SW","Otu0010",245,2099
"2100",53283,"M_D5_SW2_6_S419_L001","SW2.6","Microbial Water","4","N","H","SW","Otu0010",356,2100
"2101",56698,"M_D5_SW2_7_S420_L001","SW2.7","Microbial Water","4","D","H","SW","Otu0010",174,2101
"2102",44364,"M_D5_SW2_8_S421_L001","SW2.8","Microbial Water","4","D","H","SW","Otu0010",243,2102
"2103",44526,"M_D5_SW3_1_S422_L001","SW3.1","Microbial Water","4","N","C","SW","Otu0010",161,2103
"2104",47849,"M_D5_SW3_2_S423_L001","SW3.2","Microbial Water","4","N","C","SW","Otu0010",152,2104
"2105",45819,"M_D5_SW3_3_S424_L001","SW3.3","Microbial Water","4","D","C","SW","Otu0010",124,2105
"2106",37500,"M_D5_SW3_4_S425_L001","SW3.4","Microbial Water","4","D","C","SW","Otu0010",126,2106
"2107",33123,"M_D5_SW3_5_S426_L001","SW3.5","Microbial Water","4","N","H","SW","Otu0010",169,2107
"2108",37989,"M_D5_SW3_6_S427_L001","SW3.6","Microbial Water","4","N","H","SW","Otu0010",212,2108
"2109",44036,"M_D5_SW3_7_S428_L001","SW3.7","Microbial Water","4","D","H","SW","Otu0010",395,2109
"2110",43600,"M_D5_SW3_8_S429_L001","SW3.8","Microbial Water","4","D","H","SW","Otu0010",210,2110
"2111",25797,"M_D13_OL1_1_S216_L001","OL1.1","Microbial Water","12","N","C","OL","Otu0014",176,2111
"2112",34134,"M_D13_OL1_2_S217_L001","OL1.2","Microbial Water","12","N","C","OL","Otu0014",236,2112
"2113",15861,"M_D13_OL1_3_S218_L001","OL1.3","Microbial Water","12","D","C","OL","Otu0014",160,2113
"2114",49290,"M_D13_OL1_4_S219_L001","OL1.4","Microbial Water","12","D","C","OL","Otu0014",347,2114
"2115",44524,"M_D13_OL1_6_S221_L001","OL1.6","Microbial Water","12","N","H","OL","Otu0014",476,2115
"2116",32244,"M_D13_OL1_7_S222_L001","OL1.7","Microbial Water","12","D","H","OL","Otu0014",332,2116
"2117",32456,"M_D13_OL1_8_S223_L001","OL1.8","Microbial Water","12","D","H","OL","Otu0014",547,2117
"2118",39177,"M_D13_OL2_1_S224_L001","OL2.1","Microbial Water","12","N","C","OL","Otu0014",228,2118
"2119",31583,"M_D13_OL2_2_S225_L001","OL2.2","Microbial Water","12","N","C","OL","Otu0014",201,2119
"2120",23414,"M_D13_OL2_3_S226_L001","OL2.3","Microbial Water","12","D","C","OL","Otu0014",145,2120
"2121",36063,"M_D13_OL2_4_S227_L001","OL2.4","Microbial Water","12","D","C","OL","Otu0014",261,2121
"2122",21732,"M_D13_OL2_5_S228_L001","OL2.5","Microbial Water","12","N","H","OL","Otu0014",342,2122
"2123",29456,"M_D13_OL2_6_S229_L001","OL2.6","Microbial Water","12","N","H","OL","Otu0014",451,2123
"2124",28640,"M_D13_OL2_7_S230_L001","OL2.7","Microbial Water","12","D","H","OL","Otu0014",378,2124
"2125",30425,"M_D13_OL2_8_S231_L001","OL2.8","Microbial Water","12","D","H","OL","Otu0014",301,2125
"2126",25545,"M_D13_OL3_1_S232_L001","OL3.1","Microbial Water","12","N","C","OL","Otu0014",187,2126
"2127",32992,"M_D13_OL3_2_S233_L001","OL3.2","Microbial Water","12","N","C","OL","Otu0014",208,2127
"2128",34293,"M_D13_OL3_3_S234_L001","OL3.3","Microbial Water","12","D","C","OL","Otu0014",246,2128
"2129",33392,"M_D13_OL3_4_S235_L001","OL3.4","Microbial Water","12","D","C","OL","Otu0014",192,2129
"2130",22690,"M_D13_OL3_5_S236_L001","OL3.5","Microbial Water","12","N","H","OL","Otu0014",210,2130
"2131",40923,"M_D13_OL3_6_S237_L001","OL3.6","Microbial Water","12","N","H","OL","Otu0014",580,2131
"2132",26840,"M_D13_OL3_7_S238_L001","OL3.7","Microbial Water","12","D","H","OL","Otu0014",345,2132
"2133",19789,"M_D13_OL3_8_S239_L001","OL3.8","Microbial Water","12","D","H","OL","Otu0014",338,2133
"2134",16223,"M_D13_SG1_1_S240_L001","SG1.1","Microbial Water","12","N","C","SG","Otu0014",288,2134
"2135",13958,"M_D13_SG1_2_S241_L001","SG1.2","Microbial Water","12","N","C","SG","Otu0014",297,2135
"2136",25151,"M_D13_SG1_3_S242_L001","SG1.3","Microbial Water","12","D","C","SG","Otu0014",540,2136
"2137",17796,"M_D13_SG1_4_S243_L001","SG1.4","Microbial Water","12","D","C","SG","Otu0014",417,2137
"2138",16352,"M_D13_SG1_5_S244_L001","SG1.5","Microbial Water","12","N","H","SG","Otu0014",336,2138
"2139",29384,"M_D13_SG1_6_S245_L001","SG1.6","Microbial Water","12","N","H","SG","Otu0014",766,2139
"2140",20666,"M_D13_SG1_7_S246_L001","SG1.7","Microbial Water","12","D","H","SG","Otu0014",567,2140
"2141",27823,"M_D13_SG1_8_S247_L001","SG1.8","Microbial Water","12","D","H","SG","Otu0014",1547,2141
"2142",18245,"M_D13_SG2_1_S248_L001","SG2.1","Microbial Water","12","N","C","SG","Otu0014",178,2142
"2143",22164,"M_D13_SG2_2_S249_L001","SG2.2","Microbial Water","12","N","C","SG","Otu0014",206,2143
"2144",25350,"M_D13_SG2_3_S250_L001","SG2.3","Microbial Water","12","D","C","SG","Otu0014",305,2144
"2145",18306,"M_D13_SG2_4_S251_L001","SG2.4","Microbial Water","12","D","C","SG","Otu0014",222,2145
"2146",13094,"M_D13_SG2_5_S252_L001","SG2.5","Microbial Water","12","N","H","SG","Otu0014",75,2146
"2147",11980,"M_D13_SG2_6_S253_L001","SG2.6","Microbial Water","12","N","H","SG","Otu0014",90,2147
