"","Row.names","sample_name","Observed","Shannon","InvSimpson","orgname","X16scq","totsum","rspsum","mesocosm","type","stage","sex","date.collected","day","abdomen.length.mm","wing.length","hindleg.length","special","dispersal","temperature","infusion","Wolb_ct1","Wolb_ct2","Act_ct","notes","newday","lib_size","is.neg","lib_size_clean","even","lib_size_trim","PD","SR"
"160","M_D5_OL3_3_S376_L001","M_D5_OL3_3_S376_L001",25,1.54603756634464,2.65777906770744,"M_D5_OL3.3",NA,36228,31784,"OL3.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","early",36228,FALSE,36228,0.480303575055723,36226,3.95593880639878,25
"161","M_D5_OL3_4_S377_L001","M_D5_OL3_4_S377_L001",24,1.52698263778995,2.58964178003532,"M_D5_OL3.4",NA,32058,27972,"OL3.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","early",32058,FALSE,32058,0.480477272980227,32033,3.95593879639878,24
"162","M_D5_OL3_5_S378_L001","M_D5_OL3_5_S378_L001",24,1.81541095493506,3.7102486240785,"M_D5_OL3.5",NA,31291,25635,"OL3.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","early",31291,FALSE,31291,0.571233544756006,31235,3.8036304647412,24
"163","M_D5_OL3_6_S468_L001","M_D5_OL3_6_S468_L001",31,1.75036739340774,3.23289587754397,"M_D5_OL3.6",NA,62207,51816,"OL3.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","early",62207,FALSE,62204,0.509718670798067,62135,4.19374399700534,31
"164","M_D5_OL3_7_S380_L001","M_D5_OL3_7_S380_L001",25,1.51975580857747,2.55857897837918,"M_D5_OL3.7",NA,66217,55956,"OL3.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","early",66217,FALSE,66217,0.472138687934535,66176,4.0032508151456,25
"165","M_D5_OL3_8_S381_L001","M_D5_OL3_8_S381_L001",29,1.7165778769147,3.06472575077865,"M_D5_OL3.8",NA,63529,53442,"OL3.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","early",63529,FALSE,63529,0.509779349241672,63485,4.15412440304856,29
"166","M_D5_SG1_1_S382_L001","M_D5_SG1_1_S382_L001",25,1.01504004078226,1.62444554178195,"M_D5_SG1.1",NA,63990,56850,"SG1.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","early",63990,FALSE,63983,0.315339918657415,63974,4.05324479944804,25
"167","M_D5_SG1_2_S383_L001","M_D5_SG1_2_S383_L001",22,1.16570601838898,1.80414643618038,"M_D5_SG1.2",NA,47874,41957,"SG1.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","early",47874,FALSE,47874,0.377123910777247,47874,3.79761960324728,22
"168","M_D5_SG1_3_S384_L001","M_D5_SG1_3_S384_L001",23,1.00645872598768,1.61374565712296,"M_D5_SG1.3",NA,47327,42600,"SG1.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","early",47327,FALSE,47327,0.320988863852659,47316,3.80364611960123,23
"169","M_D5_SG1_4_S385_L001","M_D5_SG1_4_S385_L001",23,1.03820458426329,1.62651860179056,"M_D5_SG1.4",NA,20040,17861,"SG1.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","early",20040,FALSE,20040,0.331113538334383,20040,2.33783264362279,23
"170","M_D5_SG1_5_S386_L001","M_D5_SG1_5_S386_L001",20,1.27190285248229,1.92648152241923,"M_D5_SG1.5",NA,22814,19321,"SG1.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","early",22814,FALSE,22814,0.424571602646377,22810,2.13626282900526,20
"171","M_D5_SG1_7_S388_L001","M_D5_SG1_7_S388_L001",21,1.16460465338608,1.77677370973229,"M_D5_SG1.7",NA,17252,14863,"SG1.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","early",17252,FALSE,17252,0.382524575597125,17252,2.13626283900526,21
"172","M_D5_SG1_8_S389_L001","M_D5_SG1_8_S389_L001",18,1.19570694478137,1.82822428844789,"M_D5_SG1.8",NA,9237,8166,"SG1.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","early",9237,FALSE,9237,0.413686212340967,9237,1.84594694733872,18
"173","M_D5_SG2_1_S390_L001","M_D5_SG2_1_S390_L001",21,0.884484939800848,1.51702917730995,"M_D5_SG2.1",NA,33700,31733,"SG2.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","early",33700,FALSE,33700,0.290516807773055,33694,3.94396564056662,21
"174","M_D5_SG2_2_S391_L001","M_D5_SG2_2_S391_L001",17,0.767478800682478,1.39704787191042,"M_D5_SG2.2",NA,17077,16196,"SG2.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","early",17077,FALSE,17077,0.270886342637263,17077,3.91410125480688,17
"175","M_D5_SG2_3_S392_L001","M_D5_SG2_3_S392_L001",24,0.77520982036891,1.38605410992468,"M_D5_SG2.3",NA,43576,40783,"SG2.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","early",43576,FALSE,43576,0.243925956497734,43554,3.96195130977064,24
"176","M_D5_SG2_5_S394_L001","M_D5_SG2_5_S394_L001",15,0.824164135385466,1.45026980192323,"M_D5_SG2.5",NA,11257,10570,"SG2.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","early",11257,FALSE,11257,0.304338573579626,11257,1.7847227966438,15
"177","M_D5_SG2_6_S395_L001","M_D5_SG2_6_S395_L001",21,0.850276533005083,1.46992217461131,"M_D5_SG2.6",NA,36265,33736,"SG2.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","early",36265,FALSE,36265,0.279280757622167,36265,1.94184481162057,21
"178","M_D5_SG2_7_S396_L001","M_D5_SG2_7_S396_L001",23,0.797575356212667,1.41011142932278,"M_D5_SG2.7",NA,35264,33326,"SG2.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","early",35264,FALSE,35264,0.254369901931495,35256,3.90553032998488,23
"179","M_D5_SG2_8_S397_L001","M_D5_SG2_8_S397_L001",17,0.722147060062794,1.37985587978505,"M_D5_SG2.8",NA,29466,27999,"SG2.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","early",29466,FALSE,29466,0.254886227180097,29466,3.3968502417773,17
"180","M_D5_SG3_1_S398_L001","M_D5_SG3_1_S398_L001",24,0.94569681205718,1.56691524713098,"M_D5_SG3.1",NA,29167,26678,"SG3.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","early",29167,FALSE,29122,0.297571048994359,29109,4.15354678088815,24
"181","M_D5_SG3_2_S399_L001","M_D5_SG3_2_S399_L001",23,0.898770349414979,1.51960810271194,"M_D5_SG3.2",NA,34789,31803,"SG3.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","early",34789,FALSE,34789,0.286643918795635,34789,2.3498109362178,23
"182","M_D5_SG3_3_S400_L001","M_D5_SG3_3_S400_L001",21,0.831108658513416,1.45600922243771,"M_D5_SG3.3",NA,34190,31523,"SG3.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","early",34190,FALSE,34190,0.272984901742057,34186,2.18551381386802,21
"183","M_D5_SG3_4_S401_L001","M_D5_SG3_4_S401_L001",21,1.03730659217739,1.6840019354174,"M_D5_SG3.4",NA,22398,20054,"SG3.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","early",22398,FALSE,22398,0.340712414966812,22398,2.14226240395778,21
"184","M_D5_SG3_5_S402_L001","M_D5_SG3_5_S402_L001",22,1.1266910835771,1.79005555923056,"M_D5_SG3.5",NA,36986,32939,"SG3.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","early",36986,FALSE,36986,0.364501976462013,36986,3.46406362821191,22
"185","M_D5_SG3_6_S403_L001","M_D5_SG3_6_S403_L001",23,1.12147625402725,1.74298721033497,"M_D5_SG3.6",NA,34285,30346,"SG3.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","early",34285,FALSE,34285,0.357671287776534,34281,3.8036304647412,23
"186","M_D5_SG3_7_S404_L001","M_D5_SG3_7_S404_L001",24,1.37563288762558,2.44382914959204,"M_D5_SG3.7",NA,29772,27009,"SG3.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","early",29772,FALSE,29772,0.432853866252783,29772,1.96580922415424,24
"187","M_D5_SG3_8_S405_L001","M_D5_SG3_8_S405_L001",21,1.40150789691103,2.63226950168426,"M_D5_SG3.8",NA,16084,14469,"SG3.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","early",16084,FALSE,16084,0.460337516171837,16084,2.18551380386802,21
"188","M_D5_SW1_1_S406_L001","M_D5_SW1_1_S406_L001",21,1.47147759623088,2.4427867239085,"M_D5_SW1.1",NA,52361,47903,"SW1.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","early",52361,FALSE,52361,0.483319675361367,52361,4.17586131712374,21
"189","M_D5_SW1_2_S407_L001","M_D5_SW1_2_S407_L001",22,1.55127860933237,2.69098097869075,"M_D5_SW1.2",NA,55626,50825,"SW1.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","early",55626,FALSE,55626,0.501862602258003,55623,4.09426002433442,22
"190","M_D5_SW1_3_S408_L001","M_D5_SW1_3_S408_L001",22,1.53683285884609,2.66725056172,"M_D5_SW1.3",NA,51263,46788,"SW1.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","early",51263,FALSE,51263,0.497189178743362,51257,4.50136323725756,22
"191","M_D5_SW1_4_S409_L001","M_D5_SW1_4_S409_L001",21,1.57772318770375,2.8288669834887,"M_D5_SW1.4",NA,42549,38936,"SW1.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","early",42549,FALSE,42549,0.518216968334616,42549,4.13271234707085,21
"192","M_D5_SW1_5_S410_L001","M_D5_SW1_5_S410_L001",21,1.66797975489333,3.3625047781931,"M_D5_SW1.5",NA,44771,41455,"SW1.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","early",44771,FALSE,44771,0.547862526557886,44768,4.03914806255554,21
"193","M_D5_SW1_6_S411_L001","M_D5_SW1_6_S411_L001",22,1.67133678168139,3.16830286570702,"M_D5_SW1.6",NA,42813,39183,"SW1.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","early",42813,FALSE,42813,0.5407032762897,42813,4.09438825315798,22
"194","M_D5_SW1_7_S412_L001","M_D5_SW1_7_S412_L001",20,1.70783141916106,3.56962180226506,"M_D5_SW1.7",NA,44578,40681,"SW1.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","early",44578,FALSE,44578,0.570088133121111,44578,4.12062111652131,20
"195","M_D5_SW1_8_S413_L001","M_D5_SW1_8_S413_L001",18,1.69611248603049,3.35029269212773,"M_D5_SW1.8",NA,36076,32938,"SW1.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","early",36076,FALSE,36076,0.586814648114696,36076,3.55320671756664,18
"196","M_D5_SW2_1_S414_L001","M_D5_SW2_1_S414_L001",22,1.47591272045928,2.48364439924738,"M_D5_SW2.1",NA,64191,59056,"SW2.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","early",64191,FALSE,64191,0.477480572567274,64191,4.12554673819714,22
"197","M_D5_SW2_2_S415_L001","M_D5_SW2_2_S415_L001",18,1.55601805179889,2.77812869893375,"M_D5_SW2.2",NA,49930,45533,"SW2.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","early",49930,FALSE,49930,0.538345300236215,49930,3.55320671756664,18
"198","M_D5_SW2_3_S416_L001","M_D5_SW2_3_S416_L001",25,1.58124673832088,2.77666967440177,"M_D5_SW2.3",NA,68034,62016,"SW2.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","early",68034,FALSE,68034,0.4912419193386,68028,3.73796610160593,25
"199","M_D5_SW2_4_S417_L001","M_D5_SW2_4_S417_L001",20,1.53260108581859,2.70324607107351,"M_D5_SW2.4",NA,56080,51470,"SW2.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","early",56080,FALSE,56080,0.511594810840818,56080,4.09466633615894,20
"200","M_D5_SW2_5_S418_L001","M_D5_SW2_5_S418_L001",22,1.64222129579195,3.14985708032435,"M_D5_SW2.5",NA,49562,45652,"SW2.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","early",49562,FALSE,49562,0.531283966678533,49549,4.11822606256376,22
"201","M_D5_SW2_6_S419_L001","M_D5_SW2_6_S419_L001",21,1.66916338903312,3.08877182413892,"M_D5_SW2.6",NA,53283,48105,"SW2.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","early",53283,FALSE,53283,0.548251301534585,53283,3.6562507958042,21
"202","M_D5_SW2_7_S420_L001","M_D5_SW2_7_S420_L001",22,1.69977921454877,3.39298676732469,"M_D5_SW2.7",NA,56701,51912,"SW2.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","early",56701,FALSE,56701,0.549904842847438,56698,3.6562508158042,22
"203","M_D5_SW2_8_S421_L001","M_D5_SW2_8_S421_L001",23,1.70928207437854,3.39907380631448,"M_D5_SW2.8",NA,44369,40749,"SW2.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","early",44369,FALSE,44369,0.545139603732939,44364,4.14281020775498,23
"204","M_D5_SW3_1_S422_L001","M_D5_SW3_1_S422_L001",20,1.52978229861754,2.69452319066543,"M_D5_SW3.1",NA,44526,40662,"SW3.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","early",44526,FALSE,44526,0.510653876557092,44526,4.16883131598094,20
"205","M_D5_SW3_2_S423_L001","M_D5_SW3_2_S423_L001",20,1.56223780775826,2.7408915508614,"M_D5_SW3.2",NA,47849,43372,"SW3.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","early",47849,FALSE,47849,0.521487791666008,47849,4.0456224153353,20
"206","M_D5_SW3_3_S424_L001","M_D5_SW3_3_S424_L001",20,1.51923248303872,2.65099661307392,"M_D5_SW3.3",NA,45819,42145,"SW3.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","early",45819,FALSE,45819,0.507132261601061,45819,4.0151820143262,20
"207","M_D5_SW3_4_S425_L001","M_D5_SW3_4_S425_L001",19,1.61994881185619,2.97583418224051,"M_D5_SW3.4",NA,37502,33678,"SW3.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","early",37502,FALSE,37502,0.550172315785192,37500,4.07042216492864,19
"208","M_D5_SW3_5_S426_L001","M_D5_SW3_5_S426_L001",18,1.6174173305664,2.9573620782871,"M_D5_SW3.5",NA,33156,29877,"SW3.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","early",33156,FALSE,33153,0.559587992841336,33123,3.89543464078711,19
"209","M_D5_SW3_6_S427_L001","M_D5_SW3_6_S427_L001",20,1.69722396484211,3.33025003172897,"M_D5_SW3.6",NA,37989,34268,"SW3.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","early",37989,FALSE,37989,0.566547277880945,37989,4.07042217492864,20
"210","M_D5_SW3_7_S428_L001","M_D5_SW3_7_S428_L001",23,1.70195995451485,3.34013919747551,"M_D5_SW3.7",NA,44036,40418,"SW3.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","early",44036,FALSE,44036,0.542804367448181,44036,4.19982738535308,23
"211","M_D5_SW3_8_S429_L001","M_D5_SW3_8_S429_L001",20,1.70621814149257,3.4156681074561,"M_D5_SW3.8",NA,43600,39943,"SW3.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","early",43600,FALSE,43600,0.569549607805373,43600,3.63241296639842,20
"212","OL1_1_1_S1_L001","OL1_1_1_S1_L001",11,0.272587251963924,1.13107292271638,"OL1.1_1",28.64908028,47263,46749,"OL1.1","A.albopictus","Adult","M","8/29/19",14,2.56,2.5,6.92,NA,"N","C","OL",21.64093399,21.48554802,23.39183235,"","mid",47263,FALSE,46890,0.113677713558279,46868,4.2049792905063,11
"213","OL1_1_2_S2_L001","OL1_1_2_S2_L001",7,0.714506325541984,1.9829627737692,"OL1.1_2",27.96472877,51746,51500,"OL1.1","A.albopictus","Adult","F","8/30/19",15,2.88,2.71,7.41,NA,"N","C","OL",21.3106842,20.71905899,23.19894028,"","mid",51746,FALSE,51573,0.367183616308727,51523,2.62481617802086,7
"214","OL1_1_4_S4_L001","OL1_1_4_S4_L001",11,0.740469005187094,1.95702640875141,"OL1.1_4",28.13919224,73724,73364,"OL1.1","A.albopictus","Adult","F","8/31/19",16,2.85,2.78,7.82,NA,"N","C","OL",21.39477539,21.3096447,23.15345383,"","mid",73724,FALSE,73499,0.308799560008706,73433,4.55983158539278,11
"215","OL1_1_5_S5_L001","OL1_1_5_S5_L001",8,0.271833358449419,1.12674677391366,"OL1.1_5",32.15191463,60209,58692,"OL1.1","A.albopictus","Adult","M","8/31/19",16,2.61,2.41,7.31,NA,"N","C","OL",27.97010422,28.59294701,25.02994919,"","mid",60209,FALSE,59163,0.130724212727723,58919,4.57094667411112,9
"216","OL1_1_6_S462_L001","OL1_1_6_S462_L001",6,0.44795601138506,1.33024376270751,"OL1.1_6",28.39961614,34042,33647,"OL1.1","A.albopictus","Adult","M","9/2/19",18,2.6,2.54,6.91,NA,"N","C","OL",24.02267265,24.72494507,23.1812439,"","mid",34042,FALSE,33795,0.250009010181514,33650,1.65537244068098,6
"217","OL1_1_7_S6_L001","OL1_1_7_S6_L001",8,0.113462400189251,1.042663566583,"OL1.1_7",28.34080196,66369,66200,"OL1.1","A.albopictus","Adult","M","9/5/19",21,2.14,2.33,5.97,NA,"N","C","OL",23.28539848,23.56788635,23.95807076,"","late",66369,FALSE,66241,0.054563880693464,66225,4.17436017188534,8
"218","OL1_1_8_S7_L001","OL1_1_8_S7_L001",8,0.328369353425967,1.21018966224179,"OL1.1_8",25.15219244,82795,82641,"OL1.1","A.albopictus","Adult","M","9/7/19",23,2.35,2.62,6.05,NA,"N","C","OL",21.84471512,21.69595718,23.34496498,"","late",82795,FALSE,82715,0.157912279255853,82664,3.43351650683597,9
"219","OL1_2_1_S8_L001","OL1_2_1_S8_L001",11,1.48275605431268,4.04203234170021,"OL1.2_1",27.41491402,61206,61026,"OL1.2","A.albopictus","Adult","F","9/4/19",20,2.24,2.7,7.07,NA,"N","C","OL",24.3219738,24.42866516,23.37666893,"","mid",61206,FALSE,61156,0.618357303228797,61114,3.8923961562434,11
"220","OL1_3_1_S9_L001","OL1_3_1_S9_L001",4,0.689856313570011,1.93250153077674,"OL1.3_1",29.10323895,45797,45478,"OL1.3","A.albopictus","Adult","M","8/31/19",16,2.21,2.31,5.98,NA,"D","C","OL",25.50611877,25.36514854,23.534235,"","mid",45797,FALSE,45635,0.497626141256698,45489,1.37057537596302,4
"221","OL1_3_2_S10_L001","OL1_3_2_S10_L001",6,0.321820497846348,1.18957248123121,"OL1.3_2",28.40578902,42557,42211,"OL1.3","A.albopictus","Adult","M","8/31/19",16,2.5,2.48,6.92,NA,"D","C","OL",25.60328102,25.01073456,23.71788788,"","mid",42557,FALSE,42288,0.17961143969006,42219,3.88967365233016,7
"222","OL1_3_3_S11_L001","OL1_3_3_S11_L001",13,0.748725977238785,1.95444446358913,"OL1.3_3",NA,58920,57545,"OL1.3","A.albopictus","Adult","F","9/3/19",19,2.51,2.64,6.99,NA,"D","C","OL",25.36527252,25.52601814,23.78507042,"","mid",58920,FALSE,58293,0.291906729098067,57770,4.45809904428955,15
"223","OL1_3_4_S12_L001","OL1_3_4_S12_L001",6,0.581760294907005,1.58368024949591,"OL1.3_4",26.94695672,50631,50395,"OL1.3","A.albopictus","Adult","F","9/3/19",19,2.57,2.86,7.11,NA,"D","C","OL",20.80209351,20.25452995,22.60593605,"","mid",50631,FALSE,50476,0.324686602693187,50443,1.71613235588218,6
"224","OL1_4_1_S13_L001","OL1_4_1_S13_L001",7,0.624130718565045,1.61892999050057,"OL1.4_1",27.56954199,43353,41983,"OL1.4","A.albopictus","Adult","M","8/30/19",15,2.97,2.41,7.29,NA,"D","C","OL",20.44104195,20.35607338,23.27729607,"","mid",43353,FALSE,42689,0.320739741692618,42013,1.89211499132379,8
"225","OL1_4_2_S14_L001","OL1_4_2_S14_L001",6,0.637789575352262,1.71101343409075,"OL1.4_2",27.12844311,45006,44817,"OL1.4","A.albopictus","Adult","F","9/2/19",18,2.91,2.95,7.01,NA,"D","C","OL",20.28046608,20.16711044,22.61404037,"","mid",45006,FALSE,44904,0.355957139507705,44842,1.87749359419832,6
"226","OL1_4_3_S15_L001","OL1_4_3_S15_L001",9,0.937156266658785,2.25420558581708,"OL1.4_3",27.19070286,49560,48760,"OL1.4","A.albopictus","Adult","F","9/3/19",19,2.54,2.17,6.43,NA,"D","C","OL",19.84744835,19.86358833,23.31805229,"","mid",49560,FALSE,49316,0.426518197695993,49009,2.08380156374719,9
"227","OL1_4_4_S16_L001","OL1_4_4_S16_L001",10,0.711752032589506,1.5649859769609,"OL1.4_4",28.37336742,49021,47291,"OL1.4","A.albopictus","Adult","M","9/3/19",19,2.53,2.42,7.12,NA,"D","C","OL",25.24251366,25.17086601,23.57708549,"","mid",49021,FALSE,48761,0.309109980237046,47405,4.06921293729039,10
"228","OL1_4_5_S17_L001","OL1_4_5_S17_L001",9,0.178648907684923,1.08139069755698,"OL1.4_5",27.00019151,56036,55898,"OL1.4","A.albopictus","Adult","M","9/5/19",21,2.44,2.31,6.75,NA,"D","C","OL",23.11450005,22.82937241,23.14491653,"","late",56036,FALSE,55920,0.081306621784427,55917,3.89018142721136,9
"229","OL1_5_1_S18_L001","OL1_5_1_S18_L001",5,0.426219634344107,1.31160772124105,"OL1.5_1",30.21332177,26699,26453,"OL1.5","A.albopictus","Adult","M","8/24/19",9,2.18,2.65,7.69,NA,"N","H","OL",24.95443153,25.24487877,23.28533745,"","early",26699,FALSE,26556,0.264825148613218,26467,1.71014221249231,5
"230","OL1_5_2_S19_L001","OL1_5_2_S19_L001",5,0.517909461806526,1.47088228813129,"OL1.5_2",29.01150377,43710,43525,"OL1.5","A.albopictus","Adult","M","8/26/19",11,2.31,2.6,7.32,NA,"N","H","OL",24.75453377,24.7155056,23.88456726,"","early",43710,FALSE,43609,0.321795241559362,43528,1.64340871077714,5
"231","OL1_5_3_S20_L001","OL1_5_3_S20_L001",7,0.117944833481347,1.04101881914213,"OL1.5_3",30.09089708,49584,48989,"OL1.5","A.albopictus","Adult","M","8/26/19",11,2.4,2.48,6.92,NA,"N","H","OL",26.58118629,25.8832016,24.10007477,"","early",49584,FALSE,49121,0.0606116544171406,49023,3.72023330622916,7
"232","OL1_5_4_S21_L001","OL1_5_4_S21_L001",7,0.277323053571024,1.15719949451845,"OL1.5_4",27.65503346,57151,57025,"OL1.5","A.albopictus","Adult","M","8/26/19",11,2.51,2.69,7.41,NA,"N","H","OL",24.10000229,23.5989666,23.86557961,"","early",57151,FALSE,57054,0.142515857531067,57034,3.69555359603551,7
"233","OL1_6_1_S22_L001","OL1_6_1_S22_L001",5,0.711094509332772,1.88932845191939,"OL1.6_1",27.53781747,36187,35963,"OL1.6","A.albopictus","Adult","F","8/27/19",12,2.8,2.28,6.91,NA,"N","H","OL",24.61274338,24.51101875,23.64982986,"","early",36187,FALSE,36039,0.441827860421977,35965,1.88139376126659,5
"234","OL1_6_2_S23_L001","OL1_6_2_S23_L001",9,0.20394151457875,1.08241547795616,"OL1.6_2",28.69459292,50426,48291,"OL1.6","A.albopictus","Adult","M","8/30/19",15,2.7,2.4,6.91,NA,"N","H","OL",25.1973114,24.87471581,23.66290283,"","mid",50426,FALSE,50021,0.0928177832536337,48370,4.65180158095419,10
"235","OL1_6_3_S24_L001","OL1_6_3_S24_L001",6,0.4125280735723,1.2894738725059,"OL1.6_3",28.34357659,66455,65982,"OL1.6","A.albopictus","Adult","M","9/1/19",17,2.42,2.27,6.84,NA,"N","H","OL",21.03888702,20.92921448,23.33987999,"","mid",66455,FALSE,66124,0.230236301611416,66027,3.81344105391052,7
"236","OL1_6_4_S25_L001","OL1_6_4_S25_L001",9,0.687285990333141,1.86331298746097,"OL1.6_4",27.51340267,49646,49278,"OL1.6","A.albopictus","Adult","F","9/4/19",20,2.33,2.74,6.35,NA,"N","H","OL",22.61651421,20.3595314,23.25758743,"","mid",49646,FALSE,49439,0.312797334156149,49336,3.50158478923566,9
"237","OL1_7_1_S26_L001","OL1_7_1_S26_L001",9,0.738705565310026,2.03014096980018,"OL1.7_1",26.83936009,67819,67481,"OL1.7","A.albopictus","Adult","F","8/26/19",11,2.29,2.71,7.8,NA,"D","H","OL",20.13662529,20.33398819,23.03606987,"","early",67819,FALSE,67635,0.336199391236369,67531,4.41348317183772,9
"238","OL1_7_2_S27_L001","OL1_7_2_S27_L001",8,0.536262902671003,1.47754471582609,"OL1.7_2",28.46153293,41144,40782,"OL1.7","A.albopictus","Adult","M","8/28/19",13,2.76,2.3,6.57,NA,"D","H","OL",23.07793427,20.60719299,23.37525749,"","mid",41144,FALSE,40892,0.257887943432059,40836,4.08415026401122,8
"239","OL1_7_3_S28_L001","OL1_7_3_S28_L001",3,0.706181375430008,1.98645870104214,"OL1.7_3",26.84866514,41689,41523,"OL1.7","A.albopictus","Adult","F","9/1/19",17,2.72,2.9,8.24,NA,"D","H","OL",24.6217308,24.5080471,22.90132523,"","mid",41689,FALSE,41609,0.642793989029687,41523,1.46873729010759,4
"240","OL1_8_1_S29_L001","OL1_8_1_S29_L001",7,0.717292977985705,1.95693147486003,"OL1.8_1",29.29926453,43508,43195,"OL1.8","A.albopictus","Adult","M","8/27/19",12,2.57,2.33,5.83,NA,"D","H","OL",24.62662315,24.34645462,22.28561783,"","early",43508,FALSE,43250,0.368615672380316,43213,3.48962102933183,7
