"","Row.names","sample_name","Observed","Shannon","InvSimpson","orgname","X16scq","totsum","rspsum","mesocosm","type","stage","sex","date.collected","day","abdomen.length.mm","wing.length","hindleg.length","special","dispersal","temperature","infusion","Wolb_ct1","Wolb_ct2","Act_ct","notes","newday","lib_size","is.neg","lib_size_clean","even","lib_size_trim","PD","SR"
"78","M_D21_OL1_8_S294_L001","M_D21_OL1_8_S294_L001",28,1.44547012122279,2.19106732545128,"M_D21_OL1.8",NA,36718,33590,"OL1.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","mid",36718,FALSE,36718,0.433787937327648,36711,4.27465757325496,28
"79","M_D21_OL2_1_S295_L001","M_D21_OL2_1_S295_L001",22,1.71164280230426,2.81220784278037,"M_D21_OL2.1",NA,25148,22317,"OL2.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","mid",25148,FALSE,25148,0.553742896816127,25148,4.33469442129682,22
"80","M_D21_OL2_2_S296_L001","M_D21_OL2_2_S296_L001",26,1.25834970994703,1.8022395066875,"M_D21_OL2.2",NA,43030,40166,"OL2.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","mid",43030,FALSE,43030,0.386222352610575,43018,4.30605990445162,26
"81","M_D21_OL2_3_S297_L001","M_D21_OL2_3_S297_L001",22,1.47595392689077,2.24560935250555,"M_D21_OL2.3",NA,26488,24598,"OL2.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","mid",26488,FALSE,26488,0.477493903484631,26488,4.24490882482916,22
"82","M_D21_OL2_4_S298_L001","M_D21_OL2_4_S298_L001",27,1.61442911248083,2.48549868433034,"M_D21_OL2.4",NA,24313,22065,"OL2.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","mid",24313,FALSE,24313,0.489838902262801,24313,4.25081974384918,27
"83","M_D21_OL2_5_S299_L001","M_D21_OL2_5_S299_L001",31,1.73477204303188,2.81846919768465,"M_D21_OL2.5",NA,36637,32190,"OL2.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","mid",36637,FALSE,36637,0.505177200650627,36637,4.46999796925166,31
"84","M_D21_OL2_6_S300_L001","M_D21_OL2_6_S300_L001",29,1.84568947218785,3.1853074879255,"M_D21_OL2.6",NA,31339,27606,"OL2.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","mid",31339,FALSE,31339,0.548122162523293,31328,4.39584554091928,29
"85","M_D21_OL2_7_S301_L001","M_D21_OL2_7_S301_L001",23,2.06240158565402,5.12999910758904,"M_D21_OL2.7",NA,28489,22706,"OL2.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","mid",28489,FALSE,28489,0.657759652426231,28482,4.53720169454707,23
"86","M_D21_OL2_8_S302_L001","M_D21_OL2_8_S302_L001",19,1.77063212626108,3.78260969906775,"M_D21_OL2.8",NA,14552,12696,"OL2.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","mid",14552,FALSE,14552,0.601347876043381,14552,4.15864019934222,19
"87","M_D21_OL3_1_S303_L001","M_D21_OL3_1_S303_L001",26,1.90457752810289,3.33071064122458,"M_D21_OL3.1",NA,17314,14990,"OL3.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","mid",17314,FALSE,17314,0.58456755528167,17314,4.34800353223826,26
"88","M_D21_OL3_2_S304_L001","M_D21_OL3_2_S304_L001",28,1.85751145224706,3.13731538057673,"M_D21_OL3.2",NA,25450,21819,"OL3.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","mid",25450,FALSE,25450,0.557442211777511,25450,4.4032437328407,28
"89","M_D21_OL3_3_S305_L001","M_D21_OL3_3_S305_L001",23,1.62039096142461,2.43654740881372,"M_D21_OL3.3",NA,25244,22094,"OL3.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","mid",25244,FALSE,25244,0.516789650956008,25244,4.24490883482916,23
"90","M_D21_OL3_4_S306_L001","M_D21_OL3_4_S306_L001",28,1.87623752663353,3.20497552324764,"M_D21_OL3.4",NA,31471,26897,"OL3.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","mid",31471,FALSE,31471,0.56306193719631,31469,4.50856719770186,28
"91","M_D21_OL3_5_S307_L001","M_D21_OL3_5_S307_L001",28,1.95687668068388,3.53104689217109,"M_D21_OL3.5",NA,32709,26914,"OL3.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","mid",32709,FALSE,32709,0.587261878647715,32709,4.30113433277578,28
"92","M_D21_OL3_6_S465_L001","M_D21_OL3_6_S465_L001",26,1.84000654431805,3.53807652501741,"M_D21_OL3.6",NA,24304,21186,"OL3.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","mid",24304,FALSE,24304,0.564748933263782,24302,4.40547253029276,26
"93","M_D21_OL3_7_S308_L001","M_D21_OL3_7_S308_L001",23,1.82242928788983,3.12057903602604,"M_D21_OL3.7",NA,20279,17085,"OL3.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","mid",20279,FALSE,20279,0.581225530135376,20279,4.18966865422673,23
"94","M_D21_OL3_8_S309_L001","M_D21_OL3_8_S309_L001",24,1.94286521891916,3.60390969618383,"M_D21_OL3.8",NA,21457,17178,"OL3.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","mid",21457,FALSE,21457,0.611338046060234,21443,4.31894560582761,24
"95","M_D21_SG1_1_S310_L001","M_D21_SG1_1_S310_L001",21,1.45316863584062,2.16057242905129,"M_D21_SG1.1",NA,11702,10748,"SG1.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","mid",11702,FALSE,11702,0.4773059373237,11702,4.1364100060017,21
"96","M_D21_SG1_2_S311_L001","M_D21_SG1_2_S311_L001",17,1.34186335741416,2.01918677193011,"M_D21_SG1.2",NA,13530,12365,"SG1.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","mid",13530,FALSE,13530,0.473618889389058,13527,3.97785947358804,17
"97","M_D21_SG1_3_S312_L001","M_D21_SG1_3_S312_L001",23,1.54266415152463,2.28873936804067,"M_D21_SG1.3",NA,22787,20640,"SG1.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","mid",22787,FALSE,22787,0.49200031806389,22784,4.20227968358578,23
"98","M_D21_SG1_4_S313_L001","M_D21_SG1_4_S313_L001",19,1.36648099065807,2.00028745260539,"M_D21_SG1.4",NA,12721,11567,"SG1.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","mid",12721,FALSE,12721,0.464088745029764,12721,4.13038347964774,19
"99","M_D21_SG1_5_S314_L001","M_D21_SG1_5_S314_L001",20,1.72193060259271,2.95668291128677,"M_D21_SG1.5",NA,12970,11673,"SG1.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","mid",12970,FALSE,12970,0.574794556173704,12970,4.17723514879376,20
"100","M_D21_SG1_6_S315_L001","M_D21_SG1_6_S315_L001",20,1.65408149604518,2.65681556310782,"M_D21_SG1.6",NA,13596,11804,"SG1.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","mid",13596,FALSE,13596,0.552145967998289,13596,4.07384467455031,20
"101","M_D21_SG1_7_S316_L001","M_D21_SG1_7_S316_L001",20,1.9953013004863,4.07753589266772,"M_D21_SG1.7",NA,15158,13168,"SG1.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","mid",15158,FALSE,15158,0.666047936960392,15158,4.18367941848705,20
"102","M_D21_SG1_8_S317_L001","M_D21_SG1_8_S317_L001",21,1.25074893695875,1.86044152748728,"M_D21_SG1.8",NA,12534,11186,"SG1.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","mid",12534,FALSE,12534,0.41081941833019,12534,4.16623174549997,21
"103","M_D21_SG2_1_S318_L001","M_D21_SG2_1_S318_L001",16,1.06077083988716,1.6651720368634,"M_D21_SG2.1",NA,12927,12550,"SG2.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","mid",12927,FALSE,12927,0.382592207556206,12927,3.82683694390772,16
"104","M_D21_SG2_2_S319_L001","M_D21_SG2_2_S319_L001",20,1.0591672545736,1.63123561507093,"M_D21_SG2.2",NA,17801,17126,"SG2.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","mid",17801,FALSE,17801,0.353558715484629,17801,4.19161804843986,20
"105","M_D21_SG2_3_S320_L001","M_D21_SG2_3_S320_L001",23,1.12336496390188,1.66475386829969,"M_D21_SG2.3",NA,20352,19145,"SG2.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","mid",20352,FALSE,20352,0.358273652107183,20352,4.41510836641431,23
"106","M_D21_SG2_4_S321_L001","M_D21_SG2_4_S321_L001",22,1.20591932223131,1.78013580604666,"M_D21_SG2.4",NA,20763,19500,"SG2.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","mid",20763,FALSE,20763,0.390133535992401,20763,4.20394608271774,22
"107","M_D21_SG2_5_S322_L001","M_D21_SG2_5_S322_L001",17,1.3924946126913,2.54866023885813,"M_D21_SG2.5",NA,12617,11094,"SG2.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","mid",12617,FALSE,12617,0.491489500998083,12617,3.98405903808265,17
"108","M_D21_SG2_6_S323_L001","M_D21_SG2_6_S323_L001",19,1.33066708007773,2.05783140192572,"M_D21_SG2.6",NA,14182,13261,"SG2.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","mid",14182,FALSE,14182,0.45192550753911,14182,4.17769546839456,19
"109","M_D21_SG2_7_S324_L001","M_D21_SG2_7_S324_L001",19,1.08637889373423,1.68729701079006,"M_D21_SG2.7",NA,17356,16373,"SG2.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","mid",17356,FALSE,17356,0.368959554407807,17356,4.13636739974023,19
"110","M_D21_SG2_8_S325_L001","M_D21_SG2_8_S325_L001",21,1.23335195273655,1.93466266485868,"M_D21_SG2.8",NA,16755,15364,"SG2.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","mid",16755,FALSE,16755,0.40510522683446,16755,4.39122794074706,21
"111","M_D21_SG3_1_S326_L001","M_D21_SG3_1_S326_L001",22,1.3011829629229,1.94546054456456,"M_D21_SG3.1",NA,19402,17802,"SG3.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","mid",19402,FALSE,19402,0.420952795879336,19402,4.21544542974845,22
"112","M_D21_SG3_2_S327_L001","M_D21_SG3_2_S327_L001",23,1.61849739471456,2.48957212792515,"M_D21_SG3.2",NA,15357,14166,"SG3.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SG",NA,NA,NA,"","mid",15357,FALSE,15357,0.516185737639749,15357,4.34201428649858,23
"113","M_D21_SG3_3_S328_L001","M_D21_SG3_3_S328_L001",17,1.46824199384361,2.26849944631377,"M_D21_SG3.3",NA,11413,10307,"SG3.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","mid",11413,FALSE,11413,0.518225003042509,11413,4.13636736974023,17
"114","M_D21_SG3_4_S329_L001","M_D21_SG3_4_S329_L001",23,1.57429578905874,2.37430031093204,"M_D21_SG3.4",NA,18353,16479,"SG3.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SG",NA,NA,NA,"","mid",18353,FALSE,18353,0.502088564240016,18353,4.4210922865068,23
"115","M_D21_SG3_5_S330_L001","M_D21_SG3_5_S330_L001",20,1.38186307623843,2.06498750340737,"M_D21_SG3.5",NA,25997,23453,"SG3.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","mid",25997,FALSE,25997,0.46127722708647,25997,4.01388610322812,20
"116","M_D21_SG3_6_S331_L001","M_D21_SG3_6_S331_L001",23,1.74238340228484,3.27524459027286,"M_D21_SG3.6",NA,25433,22989,"SG3.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SG",NA,NA,NA,"","mid",25433,FALSE,25433,0.55569657677347,25412,4.18966865422673,23
"117","M_D21_SG3_7_S332_L001","M_D21_SG3_7_S332_L001",22,1.43733779146078,2.16201623540158,"M_D21_SG3.7",NA,17369,15845,"SG3.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","mid",17369,FALSE,17369,0.465000986932146,17369,4.34197697588431,22
"118","M_D21_SG3_8_S333_L001","M_D21_SG3_8_S333_L001",21,1.40630195286511,2.13113883446036,"M_D21_SG3.8",NA,17703,16065,"SG3.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SG",NA,NA,NA,"","mid",17703,FALSE,17703,0.461912165744025,17703,4.39122794074706,21
"119","M_D21_SW1_1_S334_L001","M_D21_SW1_1_S334_L001",17,1.37314439218516,2.80609612605495,"M_D21_SW1.1",NA,14924,13847,"SW1.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","mid",14924,FALSE,14924,0.484659722172309,14924,3.66477900905072,17
"120","M_D21_SW1_2_S335_L001","M_D21_SW1_2_S335_L001",15,1.29113799972901,2.29932804487979,"M_D21_SW1.2",NA,11755,10958,"SW1.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","mid",11755,FALSE,11755,0.476777719705306,11755,3.96410446999255,15
"121","M_D21_SW1_3_S336_L001","M_D21_SW1_3_S336_L001",20,1.44066255172148,2.95672523986743,"M_D21_SW1.3",NA,15956,14914,"SW1.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","mid",15956,FALSE,15956,0.480904974199294,15956,4.4225838929737,20
"122","M_D21_SW1_4_S337_L001","M_D21_SW1_4_S337_L001",16,1.13320765808108,2.01762744922452,"M_D21_SW1.4",NA,18681,17815,"SW1.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","mid",18681,FALSE,18681,0.408718267152743,18681,4.36163256963255,16
"123","M_D21_SW1_6_S339_L001","M_D21_SW1_6_S339_L001",17,1.5435958165675,3.30598118584091,"M_D21_SW1.6",NA,20841,19607,"SW1.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","mid",20841,FALSE,20841,0.544821596229527,20837,3.8103941990441,17
"124","M_D21_SW1_7_S340_L001","M_D21_SW1_7_S340_L001",19,1.59383115474869,3.37681473876967,"M_D21_SW1.7",NA,26421,24920,"SW1.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","mid",26421,FALSE,26421,0.541302151624108,26421,4.25840072363633,19
"125","M_D21_SW1_8_S341_L001","M_D21_SW1_8_S341_L001",18,1.4944540855991,3.22420178577067,"M_D21_SW1.8",NA,17578,16890,"SW1.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","mid",17578,FALSE,17578,0.517045629689822,17578,4.18978016226366,18
"126","M_D21_SW2_1_S342_L001","M_D21_SW2_1_S342_L001",18,1.75704421026741,4.07339624529574,"M_D21_SW2.1",NA,19364,16454,"SW2.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","mid",19364,FALSE,19364,0.607895577953725,19352,4.02703030730307,18
"127","M_D21_SW2_2_S343_L001","M_D21_SW2_2_S343_L001",17,1.538832506076,3.11697295741575,"M_D21_SW2.2",NA,23041,20809,"SW2.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","mid",23041,FALSE,23041,0.543140356621681,23041,3.68908624077084,17
"128","M_D21_SW2_3_S344_L001","M_D21_SW2_3_S344_L001",20,1.44347639122366,2.86206078427311,"M_D21_SW2.3",NA,20590,19384,"SW2.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","mid",20590,FALSE,20590,0.481844256900563,20590,4.71772017294382,20
"129","M_D21_SW2_4_S345_L001","M_D21_SW2_4_S345_L001",19,1.41585960093502,2.74199802082754,"M_D21_SW2.4",NA,17035,15808,"SW2.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","mid",17035,FALSE,17035,0.480858870213656,17025,4.883488915014,20
"130","M_D21_SW2_5_S346_L001","M_D21_SW2_5_S346_L001",13,1.42273127972312,3.00817125794,"M_D21_SW2.5",NA,16193,15593,"SW2.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","mid",16193,FALSE,16193,0.554682015683598,16193,3.46959044151057,13
"131","M_D21_SW2_6_S347_L001","M_D21_SW2_6_S347_L001",16,1.43525420157955,2.84144109701593,"M_D21_SW2.6",NA,19335,18364,"SW2.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","mid",19335,FALSE,19335,0.517658529758468,19335,3.59019748227892,16
"132","M_D21_SW2_7_S348_L001","M_D21_SW2_7_S348_L001",17,1.56858143828023,3.40373265932585,"M_D21_SW2.7",NA,15989,15178,"SW2.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","mid",15989,FALSE,15989,0.553640424421603,15989,4.19717131729422,17
"133","M_D21_SW2_8_S349_L001","M_D21_SW2_8_S349_L001",19,1.51571574533588,3.1937319732327,"M_D21_SW2.8",NA,18663,17923,"SW2.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","mid",18663,FALSE,18663,0.514772340693904,18660,4.16378411592973,19
"134","M_D21_SW3_1_S350_L001","M_D21_SW3_1_S350_L001",14,1.48717730460947,3.11456218491432,"M_D21_SW3.1",NA,11652,10645,"SW3.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","mid",11652,FALSE,11652,0.563525955999705,11652,3.52244886671273,14
"135","M_D21_SW3_2_S351_L001","M_D21_SW3_2_S351_L001",19,1.6278316148364,3.5267481485202,"M_D21_SW3.2",NA,24341,21460,"SW3.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","C","SW",NA,NA,NA,"","mid",24341,FALSE,24341,0.552849499125035,24338,3.69470311854063,19
"136","M_D21_SW3_3_S352_L001","M_D21_SW3_3_S352_L001",25,1.50145688806929,3.03666973286518,"M_D21_SW3.3",NA,56820,52873,"SW3.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","mid",56820,FALSE,56820,0.466453808646304,56820,4.69407358737744,25
"137","M_D21_SW3_4_S353_L001","M_D21_SW3_4_S353_L001",18,1.44033345741533,2.80070764087936,"M_D21_SW3.4",NA,22278,20568,"SW3.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","C","SW",NA,NA,NA,"","mid",22278,FALSE,22278,0.498321177364299,22278,4.39861782474437,18
"138","M_D21_SW3_5_S354_L001","M_D21_SW3_5_S354_L001",21,1.56122825788467,3.3349644379468,"M_D21_SW3.5",NA,29791,27752,"SW3.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","mid",29791,FALSE,29791,0.512799064490422,29791,4.199266543174,21
"139","M_D21_SW3_6_S355_L001","M_D21_SW3_6_S355_L001",17,1.59076996811404,3.73283946549468,"M_D21_SW3.6",NA,21398,20494,"SW3.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"N","H","SW",NA,NA,NA,"","mid",21398,FALSE,21398,0.561472001906003,21398,3.57710110494315,17
"140","M_D21_SW3_7_S356_L001","M_D21_SW3_7_S356_L001",16,1.43816699350914,2.91184745825005,"M_D21_SW3.7",NA,16982,16344,"SW3.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","mid",16982,FALSE,16982,0.518709097376456,16982,3.77368842729186,16
"141","M_D21_SW3_8_S357_L001","M_D21_SW3_8_S357_L001",15,1.31105180491395,2.6331369997014,"M_D21_SW3.8",NA,13400,12941,"SW3.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,NA,"D","H","SW",NA,NA,NA,"","mid",13400,FALSE,13400,0.484131278061367,13400,4.20308808371343,15
"142","M_D5_OL1_1_S358_L001","M_D5_OL1_1_S358_L001",14,1.0043075465598,1.73077263628474,"M_D5_OL1.1",NA,17327,16407,"OL1.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","early",17327,FALSE,17327,0.380555410937667,17327,1.76087356545566,14
"143","M_D5_OL1_2_S359_L001","M_D5_OL1_2_S359_L001",17,1.11872305792673,1.88136807676794,"M_D5_OL1.2",NA,12124,11294,"OL1.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","early",12124,FALSE,12124,0.394860154203951,12122,2.20828020761986,17
"144","M_D5_OL1_3_S360_L001","M_D5_OL1_3_S360_L001",20,1.1626151369295,1.89594013987461,"M_D5_OL1.3",NA,17174,15884,"OL1.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","early",17174,FALSE,17174,0.388090466959595,17167,3.87708293352464,20
"145","M_D5_OL1_4_S361_L001","M_D5_OL1_4_S361_L001",18,1.22696275767836,2.07547778962727,"M_D5_OL1.4",NA,16643,15310,"OL1.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","early",16643,FALSE,16643,0.424499981473469,16643,2.2097153077887,18
"146","M_D5_OL1_5_S362_L001","M_D5_OL1_5_S362_L001",21,1.3935337821399,2.37895522755246,"M_D5_OL1.5",NA,21221,18903,"OL1.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","early",21221,FALSE,21221,0.457718348491442,21221,2.13626282900526,21
"147","M_D5_OL1_6_S363_L001","M_D5_OL1_6_S363_L001",24,1.57314472824203,2.90443336038229,"M_D5_OL1.6",NA,26922,23373,"OL1.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","early",26922,FALSE,26922,0.495002543134958,26922,3.88167438970976,24
"148","M_D5_OL1_7_S364_L001","M_D5_OL1_7_S364_L001",24,1.52357273444553,2.78557163201654,"M_D5_OL1.7",NA,29553,25988,"OL1.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","early",29553,FALSE,29553,0.479404319680364,29553,2.2381446133796,24
"149","M_D5_OL1_8_S365_L001","M_D5_OL1_8_S365_L001",23,1.52524949606002,2.72266352426566,"M_D5_OL1.8",NA,25927,22627,"OL1.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","early",25927,FALSE,25927,0.486446279604454,25927,2.29338477398204,23
"150","M_D5_OL2_1_S366_L001","M_D5_OL2_1_S366_L001",21,1.08526287877673,1.76313191509175,"M_D5_OL2.1",NA,29777,27805,"OL2.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","early",29777,FALSE,29777,0.356464076378512,29777,2.2635204282223,21
"151","M_D5_OL2_2_S367_L001","M_D5_OL2_2_S367_L001",21,1.10754511280664,1.79015080356891,"M_D5_OL2.2",NA,31209,29193,"OL2.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","early",31209,FALSE,31209,0.363782870864573,31209,2.26954693457625,21
"152","M_D5_OL2_3_S368_L001","M_D5_OL2_3_S368_L001",24,1.10375166819827,1.74576553019813,"M_D5_OL2.3",NA,29723,27667,"OL2.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","early",29723,FALSE,29723,0.347304270827101,29723,2.29338479398204,24
"153","M_D5_OL2_4_S369_L001","M_D5_OL2_4_S369_L001",19,1.084672069736,1.73063650309592,"M_D5_OL2.4",NA,16381,15284,"OL2.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","C","OL",NA,NA,NA,"","early",16381,FALSE,16381,0.368379877256979,16381,2.18547648325374,19
"154","M_D5_OL2_5_S370_L001","M_D5_OL2_5_S370_L001",17,1.50527906409689,2.50290900999171,"M_D5_OL2.5",NA,15411,13702,"OL2.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","early",15411,FALSE,15411,0.531297463798413,15411,2.15568060258739,17
"155","M_D5_OL2_6_S371_L001","M_D5_OL2_6_S371_L001",17,1.44945488412354,2.40169268373073,"M_D5_OL2.6",NA,14493,12954,"OL2.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","H","OL",NA,NA,NA,"","early",14493,FALSE,14493,0.51159397761709,14493,2.30006076238935,17
"156","M_D5_OL2_7_S372_L001","M_D5_OL2_7_S372_L001",23,1.57215166756739,2.58227830210986,"M_D5_OL2.7",NA,17921,15554,"OL2.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","early",17921,FALSE,17921,0.501404741740693,17917,2.39100772267816,23
"157","M_D5_OL2_8_S373_L001","M_D5_OL2_8_S373_L001",18,1.48063081310333,2.51619517884561,"M_D5_OL2.8",NA,16893,14879,"OL2.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"D","H","OL",NA,NA,NA,"","early",16893,FALSE,16893,0.512263105622455,16880,2.16766516020191,18
"158","M_D5_OL3_1_S374_L001","M_D5_OL3_1_S374_L001",22,1.54768115330184,2.70756995016924,"M_D5_OL3.1",NA,21186,18667,"OL3.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","early",21186,FALSE,21186,0.500698769640104,21182,2.31253721889218,22
"159","M_D5_OL3_2_S375_L001","M_D5_OL3_2_S375_L001",20,1.49484407692873,2.53148262734633,"M_D5_OL3.2",NA,18826,16606,"OL3.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,NA,"N","C","OL",NA,NA,NA,"","early",18826,FALSE,18826,0.498991211639656,18826,2.31394700550554,20
