"","sample_name","Observed","Shannon","InvSimpson","orgname","X16scq","totsum","rspsum","mesocosm","type","stage","sex","date.collected","day","abdomen.length.mm","wing.length","hindleg.length","special","dispersal","temperature","infusion","Wolb_ct1","Wolb_ct2","Act_ct","notes","newday","lib_size","is.neg","even","lib_size_clean"
"91","M_D21_OL3_5_S307_L001",28,1.95687668068388,3.5310468921711,"M_D21_OL3.5",NA,32709,26914,"OL3.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","mid",32709,FALSE,0.587261878647715,32709
"92","M_D21_OL3_6_S465_L001",27,1.8407113831391,3.53865881568107,"M_D21_OL3.6",NA,24304,21186,"OL3.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","mid",24304,FALSE,0.558495901943917,24304
"93","M_D21_OL3_7_S308_L001",23,1.82242928788983,3.12057903602604,"M_D21_OL3.7",NA,20279,17085,"OL3.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","mid",20279,FALSE,0.581225530135376,20279
"94","M_D21_OL3_8_S309_L001",25,1.94703550381513,3.60861162873545,"M_D21_OL3.8",NA,21457,17178,"OL3.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","mid",21457,FALSE,0.604880588674109,21457
"95","M_D21_SG1_1_S310_L001",21,1.45316863584062,2.16057242905129,"M_D21_SG1.1",NA,11702,10748,"SG1.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","mid",11702,FALSE,0.4773059373237,11702
"96","M_D21_SG1_2_S311_L001",18,1.34365317519734,2.02008229571326,"M_D21_SG1.2",NA,13530,12365,"SG1.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","mid",13530,FALSE,0.464872095268242,13530
"97","M_D21_SG1_3_S312_L001",24,1.54376907141844,2.28934203967578,"M_D21_SG1.3",NA,22787,20640,"SG1.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","mid",22787,FALSE,0.48575925828463,22787
"98","M_D21_SG1_4_S313_L001",19,1.36648099065807,2.00028745260539,"M_D21_SG1.4",NA,12721,11567,"SG1.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","mid",12721,FALSE,0.464088745029764,12721
"99","M_D21_SG1_5_S314_L001",20,1.72193060259271,2.95668291128677,"M_D21_SG1.5",NA,12970,11673,"SG1.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","mid",12970,FALSE,0.574794556173704,12970
"100","M_D21_SG1_6_S315_L001",20,1.65408149604518,2.65681556310781,"M_D21_SG1.6",NA,13596,11804,"SG1.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","mid",13596,FALSE,0.552145967998289,13596
"101","M_D21_SG1_7_S316_L001",20,1.9953013004863,4.07753589266772,"M_D21_SG1.7",NA,15158,13168,"SG1.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","mid",15158,FALSE,0.666047936960392,15158
"102","M_D21_SG1_8_S317_L001",21,1.25074893695875,1.86044152748728,"M_D21_SG1.8",NA,12534,11186,"SG1.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","mid",12534,FALSE,0.41081941833019,12534
"103","M_D21_SG2_1_S318_L001",16,1.06077083988716,1.6651720368634,"M_D21_SG2.1",NA,12927,12550,"SG2.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","mid",12927,FALSE,0.382592207556206,12927
"104","M_D21_SG2_2_S319_L001",20,1.0591672545736,1.63123561507093,"M_D21_SG2.2",NA,17801,17126,"SG2.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","mid",17801,FALSE,0.353558715484629,17801
"105","M_D21_SG2_3_S320_L001",23,1.12336496390188,1.66475386829969,"M_D21_SG2.3",NA,20352,19145,"SG2.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","mid",20352,FALSE,0.358273652107183,20352
"106","M_D21_SG2_4_S321_L001",22,1.20591932223131,1.78013580604666,"M_D21_SG2.4",NA,20763,19500,"SG2.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","mid",20763,FALSE,0.390133535992401,20763
"107","M_D21_SG2_5_S322_L001",17,1.3924946126913,2.54866023885813,"M_D21_SG2.5",NA,12617,11094,"SG2.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","mid",12617,FALSE,0.491489500998083,12617
"108","M_D21_SG2_6_S323_L001",19,1.33066708007773,2.05783140192572,"M_D21_SG2.6",NA,14182,13261,"SG2.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","mid",14182,FALSE,0.45192550753911,14182
"109","M_D21_SG2_7_S324_L001",19,1.08637889373423,1.68729701079006,"M_D21_SG2.7",NA,17356,16373,"SG2.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","mid",17356,FALSE,0.368959554407807,17356
"110","M_D21_SG2_8_S325_L001",21,1.23335195273655,1.93466266485868,"M_D21_SG2.8",NA,16755,15364,"SG2.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","mid",16755,FALSE,0.40510522683446,16755
"111","M_D21_SG3_1_S326_L001",22,1.3011829629229,1.94546054456456,"M_D21_SG3.1",NA,19402,17802,"SG3.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","mid",19402,FALSE,0.420952795879336,19402
"112","M_D21_SG3_2_S327_L001",23,1.61849739471456,2.48957212792515,"M_D21_SG3.2",NA,15357,14166,"SG3.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","mid",15357,FALSE,0.516185737639749,15357
"113","M_D21_SG3_3_S328_L001",17,1.46824199384361,2.26849944631377,"M_D21_SG3.3",NA,11413,10307,"SG3.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","mid",11413,FALSE,0.518225003042509,11413
"114","M_D21_SG3_4_S329_L001",23,1.57429578905874,2.37430031093204,"M_D21_SG3.4",NA,18353,16479,"SG3.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","mid",18353,FALSE,0.502088564240016,18353
"115","M_D21_SG3_5_S330_L001",20,1.38186307623843,2.06498750340737,"M_D21_SG3.5",NA,25997,23453,"SG3.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","mid",25997,FALSE,0.46127722708647,25997
"116","M_D21_SG3_6_S331_L001",24,1.74763194411647,3.2806526905268,"M_D21_SG3.6",NA,25433,22989,"SG3.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","mid",25433,FALSE,0.549906338095328,25433
"117","M_D21_SG3_7_S332_L001",22,1.43733779146078,2.16201623540158,"M_D21_SG3.7",NA,17369,15845,"SG3.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","mid",17369,FALSE,0.465000986932146,17369
"118","M_D21_SG3_8_S333_L001",21,1.40630195286511,2.13113883446036,"M_D21_SG3.8",NA,17703,16065,"SG3.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","mid",17703,FALSE,0.461912165744025,17703
"119","M_D21_SW1_1_S334_L001",17,1.37314439218516,2.80609612605495,"M_D21_SW1.1",NA,14924,13847,"SW1.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","mid",14924,FALSE,0.484659722172309,14924
"120","M_D21_SW1_2_S335_L001",15,1.29113799972901,2.29932804487979,"M_D21_SW1.2",NA,11755,10958,"SW1.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","mid",11755,FALSE,0.476777719705306,11755
"121","M_D21_SW1_3_S336_L001",20,1.44066255172148,2.95672523986743,"M_D21_SW1.3",NA,15956,14914,"SW1.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","mid",15956,FALSE,0.480904974199295,15956
"122","M_D21_SW1_4_S337_L001",16,1.13320765808108,2.01762744922452,"M_D21_SW1.4",NA,18681,17815,"SW1.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","mid",18681,FALSE,0.408718267152744,18681
"123","M_D21_SW1_6_S339_L001",18,1.54513407122531,3.30725017813463,"M_D21_SW1.6",NA,20841,19607,"SW1.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SW",NA,NA,NA,"","mid",20841,FALSE,0.53457970138415,20841
"124","M_D21_SW1_7_S340_L001",19,1.59383115474869,3.37681473876967,"M_D21_SW1.7",NA,26421,24920,"SW1.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SW",NA,NA,NA,"","mid",26421,FALSE,0.541302151624108,26421
"125","M_D21_SW1_8_S341_L001",18,1.4944540855991,3.22420178577067,"M_D21_SW1.8",NA,17578,16890,"SW1.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SW",NA,NA,NA,"","mid",17578,FALSE,0.517045629689822,17578
"126","M_D21_SW2_1_S342_L001",21,1.76178936252912,4.07844716835099,"M_D21_SW2.1",NA,19364,16454,"SW2.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","mid",19364,FALSE,0.578675111964857,19364
"127","M_D21_SW2_2_S343_L001",17,1.538832506076,3.11697295741575,"M_D21_SW2.2",NA,23041,20809,"SW2.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","mid",23041,FALSE,0.543140356621681,23041
"128","M_D21_SW2_3_S344_L001",20,1.44347639122366,2.86206078427311,"M_D21_SW2.3",NA,20590,19384,"SW2.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","mid",20590,FALSE,0.481844256900563,20590
"129","M_D21_SW2_4_S345_L001",20,1.4199830450591,2.74521751289452,"M_D21_SW2.4",NA,17035,15808,"SW2.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","mid",17035,FALSE,0.474001985289059,17035
"130","M_D21_SW2_5_S346_L001",13,1.42273127972312,3.00817125794,"M_D21_SW2.5",NA,16193,15593,"SW2.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SW",NA,NA,NA,"","mid",16193,FALSE,0.554682015683598,16193
"131","M_D21_SW2_6_S347_L001",16,1.43525420157955,2.84144109701593,"M_D21_SW2.6",NA,19335,18364,"SW2.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SW",NA,NA,NA,"","mid",19335,FALSE,0.517658529758468,19335
"132","M_D21_SW2_7_S348_L001",17,1.56858143828023,3.40373265932585,"M_D21_SW2.7",NA,15989,15178,"SW2.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SW",NA,NA,NA,"","mid",15989,FALSE,0.553640424421603,15989
"133","M_D21_SW2_8_S349_L001",20,1.51703705860094,3.19475871551917,"M_D21_SW2.8",NA,18663,17923,"SW2.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SW",NA,NA,NA,"","mid",18663,FALSE,0.506399410919722,18663
"134","M_D21_SW3_1_S350_L001",14,1.48717730460947,3.11456218491432,"M_D21_SW3.1",NA,11652,10645,"SW3.1","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","mid",11652,FALSE,0.563525955999705,11652
"135","M_D21_SW3_2_S351_L001",20,1.6288636281374,3.52761745546673,"M_D21_SW3.2",NA,24341,21460,"SW3.2","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","mid",24341,FALSE,0.543728036886618,24341
"136","M_D21_SW3_3_S352_L001",25,1.50145688806929,3.03666973286518,"M_D21_SW3.3",NA,56820,52873,"SW3.3","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","mid",56820,FALSE,0.466453808646304,56820
"137","M_D21_SW3_4_S353_L001",18,1.44033345741533,2.80070764087936,"M_D21_SW3.4",NA,22278,20568,"SW3.4","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","mid",22278,FALSE,0.498321177364298,22278
"138","M_D21_SW3_5_S354_L001",21,1.56122825788467,3.3349644379468,"M_D21_SW3.5",NA,29791,27752,"SW3.5","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SW",NA,NA,NA,"","mid",29791,FALSE,0.512799064490422,29791
"139","M_D21_SW3_6_S355_L001",17,1.59076996811404,3.73283946549468,"M_D21_SW3.6",NA,21398,20494,"SW3.6","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","N","H","SW",NA,NA,NA,"","mid",21398,FALSE,0.561472001906003,21398
"140","M_D21_SW3_7_S356_L001",16,1.43816699350914,2.91184745825005,"M_D21_SW3.7",NA,16982,16344,"SW3.7","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SW",NA,NA,NA,"","mid",16982,FALSE,0.518709097376456,16982
"141","M_D21_SW3_8_S357_L001",15,1.31105180491395,2.6331369997014,"M_D21_SW3.8",NA,13400,12941,"SW3.8","Microbial Water","Water","","9/4/19",20,NA,NA,NA,"","D","H","SW",NA,NA,NA,"","mid",13400,FALSE,0.484131278061366,13400
"142","M_D5_OL1_1_S358_L001",14,1.0043075465598,1.73077263628474,"M_D5_OL1.1",NA,17327,16407,"OL1.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","OL",NA,NA,NA,"","early",17327,FALSE,0.380555410937667,17327
"143","M_D5_OL1_2_S359_L001",18,1.12014024524348,1.88198884271074,"M_D5_OL1.2",NA,12124,11294,"OL1.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","OL",NA,NA,NA,"","early",12124,FALSE,0.387541928536834,12124
"144","M_D5_OL1_3_S360_L001",21,1.16573013398713,1.89748603054369,"M_D5_OL1.3",NA,17174,15884,"OL1.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","OL",NA,NA,NA,"","early",17174,FALSE,0.382894249535839,17174
"145","M_D5_OL1_4_S361_L001",18,1.22696275767836,2.07547778962727,"M_D5_OL1.4",NA,16643,15310,"OL1.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","OL",NA,NA,NA,"","early",16643,FALSE,0.424499981473469,16643
"146","M_D5_OL1_5_S362_L001",21,1.3935337821399,2.37895522755246,"M_D5_OL1.5",NA,21221,18903,"OL1.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","early",21221,FALSE,0.457718348491442,21221
"147","M_D5_OL1_6_S363_L001",24,1.57314472824203,2.90443336038229,"M_D5_OL1.6",NA,26922,23373,"OL1.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","early",26922,FALSE,0.495002543134958,26922
"148","M_D5_OL1_7_S364_L001",24,1.52357273444553,2.78557163201654,"M_D5_OL1.7",NA,29553,25988,"OL1.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","early",29553,FALSE,0.479404319680364,29553
"149","M_D5_OL1_8_S365_L001",23,1.52524949606002,2.72266352426567,"M_D5_OL1.8",NA,25927,22627,"OL1.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","early",25927,FALSE,0.486446279604454,25927
"150","M_D5_OL2_1_S366_L001",21,1.08526287877673,1.76313191509175,"M_D5_OL2.1",NA,29777,27805,"OL2.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","OL",NA,NA,NA,"","early",29777,FALSE,0.356464076378512,29777
"151","M_D5_OL2_2_S367_L001",21,1.10754511280664,1.79015080356891,"M_D5_OL2.2",NA,31209,29193,"OL2.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","OL",NA,NA,NA,"","early",31209,FALSE,0.363782870864573,31209
"152","M_D5_OL2_3_S368_L001",24,1.10375166819827,1.74576553019813,"M_D5_OL2.3",NA,29723,27667,"OL2.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","OL",NA,NA,NA,"","early",29723,FALSE,0.347304270827101,29723
"153","M_D5_OL2_4_S369_L001",19,1.084672069736,1.73063650309592,"M_D5_OL2.4",NA,16381,15284,"OL2.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","OL",NA,NA,NA,"","early",16381,FALSE,0.368379877256979,16381
"154","M_D5_OL2_5_S370_L001",17,1.50527906409689,2.50290900999171,"M_D5_OL2.5",NA,15411,13702,"OL2.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","early",15411,FALSE,0.531297463798413,15411
"155","M_D5_OL2_6_S371_L001",17,1.44945488412354,2.40169268373073,"M_D5_OL2.6",NA,14493,12954,"OL2.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","early",14493,FALSE,0.51159397761709,14493
"156","M_D5_OL2_7_S372_L001",24,1.57390049204161,2.58343109415306,"M_D5_OL2.7",NA,17921,15554,"OL2.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","early",17921,FALSE,0.495240350245829,17921
"157","M_D5_OL2_8_S373_L001",20,1.48610847625926,2.52006954555501,"M_D5_OL2.8",NA,16893,14879,"OL2.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","early",16893,FALSE,0.496075196498189,16893
"158","M_D5_OL3_1_S374_L001",23,1.54919668732295,2.70859237794816,"M_D5_OL3.1",NA,21186,18667,"OL3.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","OL",NA,NA,NA,"","early",21186,FALSE,0.494083733101027,21186
"159","M_D5_OL3_2_S375_L001",20,1.49484407692873,2.53148262734633,"M_D5_OL3.2",NA,18826,16606,"OL3.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","OL",NA,NA,NA,"","early",18826,FALSE,0.498991211639656,18826
"160","M_D5_OL3_3_S376_L001",26,1.54654868344904,2.65807252074344,"M_D5_OL3.3",NA,36228,31784,"OL3.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","OL",NA,NA,NA,"","early",36228,FALSE,0.474678593897097,36228
"161","M_D5_OL3_4_S377_L001",26,1.53254244811997,2.59368272223377,"M_D5_OL3.4",NA,32058,27972,"OL3.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","OL",NA,NA,NA,"","early",32058,FALSE,0.470379692632013,32058
"162","M_D5_OL3_5_S378_L001",26,1.82650111350849,3.72354200862934,"M_D5_OL3.5",NA,31291,25635,"OL3.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","early",31291,FALSE,0.560603742766215,31291
"163","M_D5_OL3_6_S468_L001",33,1.75784502403332,3.2400735054186,"M_D5_OL3.6",NA,62207,51816,"OL3.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","OL",NA,NA,NA,"","early",62207,FALSE,0.50274309239476,62204
"164","M_D5_OL3_7_S380_L001",28,1.5245005462551,2.56174901013515,"M_D5_OL3.7",NA,66217,55956,"OL3.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","early",66217,FALSE,0.457505096580926,66217
"165","M_D5_OL3_8_S381_L001",31,1.7215993800493,3.06897314176293,"M_D5_OL3.8",NA,63529,53442,"OL3.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","OL",NA,NA,NA,"","early",63529,FALSE,0.501341233246506,63529
"166","M_D5_SG1_1_S382_L001",26,1.01628547065809,1.62490258268088,"M_D5_SG1.1",NA,63990,56850,"SG1.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","early",63990,FALSE,0.311926138098793,63983
"167","M_D5_SG1_2_S383_L001",22,1.16570601838898,1.80414643618038,"M_D5_SG1.2",NA,47874,41957,"SG1.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","early",47874,FALSE,0.377123910777247,47874
"168","M_D5_SG1_3_S384_L001",26,1.00860176624511,1.61449600124544,"M_D5_SG1.3",NA,47327,42600,"SG1.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","early",47327,FALSE,0.309567796556941,47327
"169","M_D5_SG1_4_S385_L001",23,1.03820458426329,1.62651860179056,"M_D5_SG1.4",NA,20040,17861,"SG1.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","early",20040,FALSE,0.331113538334383,20040
"170","M_D5_SG1_5_S386_L001",21,1.27337157252742,1.92715712957791,"M_D5_SG1.5",NA,22814,19321,"SG1.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","early",22814,FALSE,0.418250020676347,22814
"171","M_D5_SG1_7_S388_L001",21,1.16460465338608,1.77677370973229,"M_D5_SG1.7",NA,17252,14863,"SG1.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","early",17252,FALSE,0.382524575597125,17252
"172","M_D5_SG1_8_S389_L001",18,1.19570694478137,1.82822428844789,"M_D5_SG1.8",NA,9237,8166,"SG1.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","early",9237,FALSE,0.413686212340967,9237
"173","M_D5_SG2_1_S390_L001",23,0.886166019954287,1.51756947353783,"M_D5_SG2.1",NA,33700,31733,"SG2.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","early",33700,FALSE,0.282624032744926,33700
"174","M_D5_SG2_2_S391_L001",17,0.767478800682478,1.39704787191042,"M_D5_SG2.2",NA,17077,16196,"SG2.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","early",17077,FALSE,0.270886342637263,17077
"175","M_D5_SG2_3_S392_L001",27,0.77969061663257,1.38745453470194,"M_D5_SG2.3",NA,43576,40783,"SG2.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","early",43576,FALSE,0.236568327963944,43576
"176","M_D5_SG2_5_S394_L001",15,0.824164135385466,1.45026980192323,"M_D5_SG2.5",NA,11257,10570,"SG2.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","early",11257,FALSE,0.304338573579626,11257
"177","M_D5_SG2_6_S395_L001",21,0.850276533005084,1.46992217461131,"M_D5_SG2.6",NA,36265,33736,"SG2.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","early",36265,FALSE,0.279280757622167,36265
"178","M_D5_SG2_7_S396_L001",24,0.799524876983065,1.41075134115173,"M_D5_SG2.7",NA,35264,33326,"SG2.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","early",35264,FALSE,0.251576883106329,35264
"179","M_D5_SG2_8_S397_L001",17,0.722147060062794,1.37985587978505,"M_D5_SG2.8",NA,29466,27999,"SG2.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","early",29466,FALSE,0.254886227180097,29466
"180","M_D5_SG3_1_S398_L001",28,0.949767988235513,1.56831498929363,"M_D5_SG3.1",NA,29167,26678,"SG3.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","early",29167,FALSE,0.285026919967039,29122
"181","M_D5_SG3_2_S399_L001",23,0.898770349414979,1.51960810271194,"M_D5_SG3.2",NA,34789,31803,"SG3.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SG",NA,NA,NA,"","early",34789,FALSE,0.286643918795635,34789
"182","M_D5_SG3_3_S400_L001",22,0.832187597029249,1.45634993977225,"M_D5_SG3.3",NA,34190,31523,"SG3.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","early",34190,FALSE,0.269225547557622,34190
"183","M_D5_SG3_4_S401_L001",21,1.03730659217739,1.6840019354174,"M_D5_SG3.4",NA,22398,20054,"SG3.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","SG",NA,NA,NA,"","early",22398,FALSE,0.340712414966812,22398
"184","M_D5_SG3_5_S402_L001",22,1.1266910835771,1.79005555923056,"M_D5_SG3.5",NA,36986,32939,"SG3.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","early",36986,FALSE,0.364501976462013,36986
"185","M_D5_SG3_6_S403_L001",24,1.12251864974173,1.74339394563812,"M_D5_SG3.6",NA,34285,30346,"SG3.6","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","SG",NA,NA,NA,"","early",34285,FALSE,0.3532094513386,34285
"186","M_D5_SG3_7_S404_L001",24,1.37563288762558,2.44382914959204,"M_D5_SG3.7",NA,29772,27009,"SG3.7","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","early",29772,FALSE,0.432853866252783,29772
"187","M_D5_SG3_8_S405_L001",21,1.40150789691103,2.63226950168426,"M_D5_SG3.8",NA,16084,14469,"SG3.8","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","H","SG",NA,NA,NA,"","early",16084,FALSE,0.460337516171837,16084
"188","M_D5_SW1_1_S406_L001",21,1.47147759623088,2.4427867239085,"M_D5_SW1.1",NA,52361,47903,"SW1.1","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","early",52361,FALSE,0.483319675361367,52361
"189","M_D5_SW1_2_S407_L001",23,1.55177890531622,2.69127123900528,"M_D5_SW1.2",NA,55626,50825,"SW1.2","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","C","SW",NA,NA,NA,"","early",55626,FALSE,0.494907277274748,55626
"190","M_D5_SW1_3_S408_L001",23,1.53782960975859,2.66787494243422,"M_D5_SW1.3",NA,51263,46788,"SW1.3","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","early",51263,FALSE,0.490458442546634,51263
"191","M_D5_SW1_4_S409_L001",21,1.57772318770375,2.8288669834887,"M_D5_SW1.4",NA,42549,38936,"SW1.4","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","D","C","SW",NA,NA,NA,"","early",42549,FALSE,0.518216968334616,42549
"192","M_D5_SW1_5_S410_L001",22,1.66857898365788,3.36295539987252,"M_D5_SW1.5",NA,44771,41455,"SW1.5","Microbial Water","Water","","8/19/19",4,NA,NA,NA,"","N","H","SW",NA,NA,NA,"","early",44771,FALSE,0.53981108601243,44771
