"","component","grpvar","term","grp","condval","condsd"
"cond.195","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0006",-0.0621839210197156,0.410863646574852
"cond.196","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0007",0.00945984200549735,0.410754699024653
"cond.197","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0008",-0.0245997207951189,0.410755700737024
"cond.198","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0009",0.0514840451076437,0.410784568274619
"cond.199","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0010",0.0609368861886452,0.410811712456722
"cond.200","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0014",0.0183163974635918,0.410722233930183
"cond.201","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0016",-0.0172527469957164,0.410830814237644
"cond.202","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0020",0.171357934150729,0.420459208788968
"cond.203","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0021",-0.013907704156515,0.410925650032849
"cond.204","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0023",0.0658165225125933,0.411143453676909
"cond.205","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0024",-0.0113955400034665,0.41113025474878
"cond.206","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0031",0.120660833908796,0.429013586026851
"cond.207","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0036",-0.0232972875758398,0.417787274256416
"cond.208","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0038",-0.294322026583257,0.423527678809235
"cond.209","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0043",-0.0235916415977247,0.411109755347007
"cond.210","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0044",0.0327779091155634,0.415722434527134
"cond.211","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0049",-0.0635832568214358,0.416838211363708
"cond.212","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0052",0.0759076470166344,0.411496344104924
"cond.213","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0053",-0.328433542571763,0.439019888309601
"cond.214","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0056",0.0314850505678404,0.4116350040645
"cond.215","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0070",0.38760508241439,0.424014794141954
"cond.216","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0079",0.135463183018315,0.425851604656788
"cond.217","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0084",0.289694116172681,0.415624750087863
"cond.218","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0086",-0.00953740195393368,0.431476343356217
"cond.219","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0092",-0.129138828037432,0.448376530304727
"cond.220","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0096",0.0164248794590039,0.43149936246161
"cond.221","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0147",-0.0619243412238036,0.426753615900696
"cond.222","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0158",-0.00455612373134326,0.464217752448484
"cond.223","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0162",-0.0838727876851569,0.452960541811903
"cond.224","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0163",-0.128976975201215,0.449779641849439
"cond.225","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0195",-0.111822664531723,0.450004630619994
"cond.226","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0218",-0.00562560472931122,0.464003895915808
"cond.227","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0227",-0.0536470153064759,0.45629892425404
"cond.228","cond","mesocosm:variable","(Intercept)","OL1.4:Otu0300",-0.0225512024325073,0.460912014759147
"cond.229","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0001",0.084507756257745,0.426143218561279
"cond.230","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0002",0.0096969541766351,0.425658938732158
"cond.231","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0003",-0.141171169927611,0.426989420262777
"cond.232","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0004",-0.00795338282385993,0.431644434041531
"cond.233","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0005",-0.313905766040795,0.4357617293193
"cond.234","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0006",-0.0101688791650429,0.425684409925072
"cond.235","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0007",0.103028362694321,0.426209430977609
"cond.236","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0008",-0.0526504819934126,0.425830075211749
"cond.237","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0009",0.0599900030563558,0.425851934588508
"cond.238","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0010",0.0414070857813688,0.425754350928639
"cond.239","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0014",0.119299834281031,0.426348743084348
"cond.240","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0016",-0.0296450503865872,0.425817786874408
"cond.241","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0020",-0.11061544990841,0.434362805605619
"cond.242","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0021",0.122864505769609,0.42658724592743
